iso_week,release_date,pos_date,net_pos,friday,twap_weekly,ret_1w,ret_2w,ret_4w,net_pos_chg,pos_pct,pos_z,pos_z52,regime
2023-W29,2023-07-21,2023-07-18,44178,2023-07-22,76.9013629114754,-0.021506177786351,-0.0419809976423737,-0.0976366881003818,-6952,0.0185185185185185,-1.61874796486642,-2.28593806140904,Extreme Short (<10th)
2023-W30,2023-07-28,2023-07-25,42346,2023-07-29,80.5987463740984,-0.0458739574615908,-0.0663935617630094,-0.125659948481581,-1832,0.00617283950617284,-1.6681283081766,-2.2964898983025,Extreme Short (<10th)
2023-W31,2023-08-04,2023-08-01,42924,2023-08-05,82.6283059532787,-0.0245625219561917,-0.0693096993304148,-0.108381006648605,578,0.0123456790123457,-1.6525487020449,-2.11724609741651,Extreme Short (<10th)
2023-W32,2023-08-11,2023-08-08,50553,2023-08-12,83.0897175881968,-0.00555317370561861,-0.0299792957107395,-0.0943824252523663,7629,0.0432098765432099,-1.44691407370787,-1.60512897046557,Extreme Short (<10th)
2023-W33,2023-08-18,2023-08-15,68266,2023-08-19,81.3393715301639,0.0215190506774904,0.0158463779454797,-0.0545616290758124,17713,0.185185185185185,-0.969471922477864,-0.507969137104293,Short (10-40th)
2023-W34,2023-08-25,2023-08-22,90163,2023-08-26,80.0058596044262,0.0166676782467064,0.0385454015370638,0.00741054183535547,21897,0.444444444444444,-0.379252829976116,0.819437906624748,Neutral (40-60th)
2023-W35,2023-09-01,2023-08-29,69140,2023-09-02,85.9169178572132,-0.0687997009228222,-0.053278753954567,-0.0382766512807156,-21023,0.197530864197531,-0.945913832929226,-0.443087969473851,Short (10-40th)
2023-W36,2023-09-08,2023-09-05,66404,2023-09-09,87.284446507377,-0.0156674952398111,-0.0833892771759245,-0.0480581488114923,-2736,0.160493827160494,-1.01966089586409,-0.604747894455497,Short (10-40th)
2023-W37,2023-09-15,2023-09-12,62841,2023-09-16,91.1529051488525,-0.042439224895337,-0.0574418037811191,-0.107660130005325,-3563,0.135802469135802,-1.1156991945618,-0.810197820147234,Short (10-40th)
2023-W38,2023-09-22,2023-09-19,46806,2023-09-23,90.3321478606557,0.00908599327741925,-0.0337388341300156,-0.11431465431508,-16035,0.0246913580246914,-1.54791197020529,-1.69427761915462,Extreme Short (<10th)
2023-W39,2023-09-29,2023-09-26,48395,2023-09-30,90.8637637234427,-0.00585069163990359,0.00318214229260724,-0.0544424494816874,1589,0.037037037037037,-1.50508153051103,-1.52761017159888,Extreme Short (<10th)
2023-W40,2023-10-06,2023-10-03,56325,2023-10-07,82.8033227457377,0.0973444145768875,0.0909241907844276,0.0541176804631303,7930,0.0679012345679012,-1.29133364707774,-1.03360450394524,Extreme Short (<10th)
2023-W41,2023-10-13,2023-10-10,67430,2023-10-14,87.6831273891803,-0.0556527212103609,0.0362742118006933,0.0395717837968026,11105,0.17283950617284,-0.992005747263518,-0.385668369085772,Short (10-40th)
2023-W42,2023-10-20,2023-10-17,103244,2023-10-20,90.3342983681855,-0.0293484426944841,-0.0833678432056106,-2.3806102096117e-05,35814,0.561728395061729,-0.0266631624867168,1.65550649170624,Neutral (40-60th)
2023-W43,2023-10-27,2023-10-24,104789,2023-10-28,85.127741405082,0.0611616950851309,0.0300182518873434,0.0673813521148848,1545,0.580246913580247,0.0149812864293539,1.70710908811852,Neutral (40-60th)
2023-W44,2023-11-03,2023-10-31,126194,2023-11-04,80.8541332060656,0.0528557790375991,0.117250223163715,0.0241074817375687,21405,0.728395061728395,0.591938845684043,2.66379842768919,Long  (60-90th)
2023-W46,2023-11-13,2023-11-07,124661,2023-11-18,75.7570512737569,0.020515295634244,0.0672819473119376,0.192420993812866,-1533,0.716049382716049,0.550617848798388,2.40863628506665,Long  (60-90th)
2023-W46,2023-11-17,2023-11-14,116171,2023-11-18,75.7570512737569,0.020515295634244,0.0672819473119376,0.192420993812866,-8490,0.666666666666667,0.321775537279009,1.97074889419528,Long  (60-90th)
2023-W47,2023-11-24,2023-11-21,122395,2023-11-24,76.4839538091855,-0.00950398742776938,0.0108163310946898,0.113014392763497,6224,0.691358024691358,0.489539323721485,2.19386846300848,Long  (60-90th)
2023-W48,2023-12-01,2023-11-28,104855,2023-12-02,74.3054276217679,0.0293185337483928,0.019535903344478,0.08813226427593,-17540,0.58641975308642,0.0167602725966424,1.34778548287299,Neutral (40-60th)
2023-W49,2023-12-08,2023-12-05,106213,2023-12-09,71.2317211934807,0.0431508094538159,0.0737344616654508,0.0853483291106029,1358,0.611111111111111,0.0533642607053959,1.37249499559649,Long  (60-90th)
2023-W50,2023-12-15,2023-12-12,105687,2023-12-16,71.5724922629282,-0.00476120166663494,0.0381841580812928,0.0584660234473372,-526,0.598765432098765,0.0391862800388242,1.30862041793272,Neutral (40-60th)
2023-W51,2023-12-22,2023-12-19,95415,2023-12-23,73.6329853845304,-0.0279832891582736,-0.0326112567419303,0.0387186314634206,-10272,0.481481481481482,-0.237688657997343,0.815441680648008,Neutral (40-60th)
2023-W52,2023-12-29,2023-12-26,91881,2023-12-30,71.4720888412155,0.0302341316498477,0.00140479204316708,0.0396425909259075,-3534,0.45679012345679,-0.33294528095488,0.640506352161201,Neutral (40-60th)
2024-W01,2024-01-05,2024-01-02,97166,2024-01-06,73.838552780663,-0.0320491647023081,-0.00278401171733767,-0.0353044783383813,5285,0.493827160493827,-0.190491615892463,0.86811524673093,Neutral (40-60th)
2024-W02,2024-01-12,2024-01-09,78726,2024-01-13,72.7603223699448,0.0148189339408928,-0.0177051652159996,-0.0163252452480509,-18440,0.290123456790123,-0.687529569298512,0.0347761509976396,Short (10-40th)
2024-W03,2024-01-19,2024-01-16,89561,2024-01-20,73.694023530442,-0.0126699712645154,0.00196120720917554,-0.000828264532012602,10835,0.438271604938272,-0.395479340168656,0.513794098902053,Neutral (40-60th)
2024-W04,2024-01-26,2024-01-23,62268,2024-01-27,78.0382976980663,-0.0556684896489218,-0.0676331427492464,-0.0841408519987933,-27293,0.123456790123457,-1.13114402901417,-0.689550340642239,Short (10-40th)
2024-W05,2024-02-02,2024-01-30,59149,2024-02-01,75.9390840074161,0.0276433896732965,-0.0295639657275143,-0.0276607395810553,-3119,0.0802469135802469,-1.21521460258648,-0.801848641442067,Extreme Short (<10th)
