contract_code,expiry_date,trading_date,trading_day_relative,M1M2_daily,M1M2_close,c1_contract,c1_volume,c2_volume,low_c1_volume,price_source,covid_negative_price
CLV21,2021-09-21,2021-09-19,-2,0.252500000000012,,,,,FALSE,regime_labels_daily,FALSE
CLV21,2021-09-21,2021-09-20,-1,0.164210633564955,0.156984255624999,CLV1,331,,FALSE,CL_data_TWAP,FALSE
CLV21,2021-09-21,2021-09-21,0,0.126334242326284,0.115834835625002,CLV1,331,,FALSE,CL_data_TWAP,FALSE
CLV21,2021-09-21,2021-09-22,1,0.357310140604229,0.347818271874999,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLV21,2021-09-21,2021-09-23,2,0.352370691903323,0.406484281250001,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLV21,2021-09-21,2021-09-24,3,0.350713632477341,0.379410798124999,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLV21,2021-09-21,2021-09-25,4,0.388333333333321,,,,,FALSE,regime_labels_daily,FALSE
CLV21,2021-09-21,2021-09-26,5,0.388333333333321,,,,,FALSE,regime_labels_daily,FALSE
CLV21,2021-09-21,2021-09-27,6,0.369850411480363,0.364561501875001,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLV21,2021-09-21,2021-09-28,7,0.397085808187311,0.380033249375,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLV21,2021-09-21,2021-09-29,8,0.374266798700906,0.3849630575,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLV21,2021-09-21,2021-09-30,9,0.320419901782477,0.327060181250002,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLV21,2021-09-21,2021-10-01,10,0.317120348187311,0.322337366875001,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-05,-15,0.305310300362538,0.338253986875,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-06,-14,0.361614029728097,0.367235490625003,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-07,-13,0.33020323060423,0.335805253749999,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-08,-12,0.391146727039275,0.488420823749999,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-09,-11,0.679999999999993,,,,,FALSE,regime_labels_daily,FALSE
CLX21,2021-10-20,2021-10-10,-10,0.574999999999989,,,,,FALSE,regime_labels_daily,FALSE
CLX21,2021-10-20,2021-10-11,-9,0.825935325438067,0.7442383525,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-12,-8,0.651589250513595,0.740277556249999,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-13,-7,0.721696934199396,0.650681127499998,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-14,-6,0.573723083897281,0.550630738750001,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-15,-5,0.536107072990936,0.526543523124999,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-16,-4,0.804673704414583,,,,,FALSE,regime_labels_daily,FALSE
CLX21,2021-10-20,2021-10-17,-3,0.724673704414599,,,,,FALSE,regime_labels_daily,FALSE
CLX21,2021-10-20,2021-10-18,-2,0.651389252386707,0.62445890625,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-19,-1,0.780355764138973,0.726474896875001,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-20,0,0.569662288610271,0.550453628125002,CLX1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-21,1,1.12245033160121,1.048573916875,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-22,2,1.16720660244713,1.169255525625,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-23,3,1.25,,,,,FALSE,regime_labels_daily,FALSE
CLX21,2021-10-20,2021-10-24,4,1.30000000000001,,,,,FALSE,regime_labels_daily,FALSE
CLX21,2021-10-20,2021-10-25,5,1.43411489749245,1.50466329625,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-26,6,1.06295402516616,1.12726383875,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-27,7,1.22676850667674,1.318582570625,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-28,8,1.20494485981873,1.31605227125,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-29,9,1.31701589232628,1.285596188125,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLX21,2021-10-20,2021-10-30,10,1.645,,,,,FALSE,regime_labels_daily,FALSE
CLZ21,2021-11-19,2021-11-02,-15,1.48920072465257,1.57837872125,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-03,-14,1.37757251564955,1.355968428125,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-04,-13,1.27516714876133,1.236934625625,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-05,-12,1.15392478984894,1.117762508125,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-06,-11,1.17500000000001,,,,,FALSE,regime_labels_daily,FALSE
CLZ21,2021-11-19,2021-11-08,-10,1.21112750646526,1.181618336875,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-09,-9,1.23916389939577,1.28932942375,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-10,-8,1.48015694172205,1.602054165,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-11,-7,1.23242047241692,1.2604403375,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-12,-6,1.13859112806647,1.13368506625,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-13,-5,1.16500000000001,,,,,FALSE,regime_labels_daily,FALSE
CLZ21,2021-11-19,2021-11-15,-4,1.10933806725076,1.012320216875,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-16,-3,1.09131752725075,1.04553554875,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-17,-2,0.975644766314199,0.92054695125,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-18,-1,0.693199716495468,0.669668734999998,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-19,0,0.580188159003022,0.474143054375001,CLZ1,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-20,1,0.799999999999997,,,,,FALSE,regime_labels_daily,FALSE
CLZ21,2021-11-19,2021-11-22,2,0.720111888670695,0.67776004,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-23,3,0.554935232779456,0.593981398749999,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-24,4,0.6048244881571,0.577920442499997,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-25,5,0.56970663776435,0.566281190625,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-26,6,0.480611307099697,0.503923761249999,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-29,7,0.36508672652568,0.442514421874995,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-11-30,8,0.299950057160121,0.302834306875002,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-12-01,9,0.308148204894259,0.340218100624999,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLZ21,2021-11-19,2021-12-02,10,0.252055655589124,0.21552615,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-02,-15,0.252055655589124,0.21552615,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-03,-14,0.245488119425982,0.241524988125001,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-04,-13,-0.131923076923073,,,,,FALSE,regime_labels_daily,FALSE
CLF22,2021-12-20,2021-12-06,-12,0.191603812296072,0.171789543125,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-07,-11,0.251214263413897,0.255328856874999,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-08,-10,0.202537775347432,0.220993148750001,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-09,-9,0.172424221510574,0.170022402500002,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-10,-8,0.15824198326284,0.175640116249999,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-11,-7,0.189999999999998,,,,,FALSE,regime_labels_daily,FALSE
CLF22,2021-12-20,2021-12-13,-6,0.151334336102719,0.164173302499998,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-14,-5,0.216780370271904,0.205962781250003,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-15,-4,0.200427635800604,0.213910933124999,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-16,-3,0.182572756858006,0.192009804374998,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-17,-2,0.195664761268882,0.19749255125,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-18,-1,0.906666666666666,,,,,FALSE,regime_labels_daily,FALSE
CLF22,2021-12-20,2021-12-20,0,0.063678818126888,0.00330959062499936,CLF2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-21,1,0.275047831208459,0.30568179875,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-22,2,0.352836135558912,0.340904482500001,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-23,3,0.436776341148036,0.397849522500001,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-24,4,0.36999999999999,,,,,FALSE,regime_labels_daily,FALSE
CLF22,2021-12-20,2021-12-27,5,0.36735963691843,0.374300523750001,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-28,6,0.415915005770392,0.422707575624997,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-29,7,0.359232014531722,0.33487611375,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-30,8,0.356047709305136,0.366854905625001,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2021-12-31,9,0.358513779939577,0.354250172500004,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLF22,2021-12-20,2022-01-01,10,0.276666666666671,,,,,FALSE,regime_labels_daily,FALSE
CLG22,2022-01-20,2022-01-03,-15,0.304667603685801,0.276507789999998,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-04,-14,0.242622196797583,0.219735603124999,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-05,-13,0.286527296253777,0.339670005625001,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-06,-12,0.540188904773414,0.646378915624999,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-07,-11,0.629049382024169,0.60084863375,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-08,-10,0.510000000000019,,,,,FALSE,regime_labels_daily,FALSE
CLG22,2022-01-20,2022-01-10,-9,0.477718424259819,0.453739239375004,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-11,-8,0.54377364879154,0.563635314375,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-12,-7,0.632702911178248,0.69044706375,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-13,-6,0.615441655135951,0.580345899374999,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-14,-5,0.484319389879154,0.45789534125,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-15,-4,0.634999999999991,,,,,FALSE,regime_labels_daily,FALSE
CLG22,2022-01-20,2022-01-17,-3,0.592882766616314,0.564613470625001,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-18,-2,0.593670635861027,0.539376977499999,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-19,-1,0.688285867703928,0.69639508,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-20,0,1.06716399583082,1.089848973125,CLG2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-21,1,0.895102404229608,0.974072500624999,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-22,2,0.817317073170742,,,,,FALSE,regime_labels_daily,FALSE
CLG22,2022-01-20,2022-01-24,3,0.963475246253777,0.89088495375,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-25,4,0.878436319063444,0.845832902499998,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-26,5,1.2208573255287,1.219263593125,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-27,6,1.42802177253777,1.462368245,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-28,7,1.43981864190332,1.487839710625,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-01-29,8,1.44857142857143,,,,,FALSE,regime_labels_daily,FALSE
CLG22,2022-01-20,2022-01-31,9,1.4291818494864,1.420151136875,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLG22,2022-01-20,2022-02-01,10,1.71550986685801,1.690403673125,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-04,-15,1.98554247135952,2.109266649375,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-05,-14,1.95999999999999,,,,,FALSE,regime_labels_daily,FALSE
CLH22,2022-02-22,2022-02-07,-13,1.6878943660423,1.699177529375,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-08,-12,1.55086540018127,1.581021533125,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-09,-11,1.35539789722054,1.376571351875,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-10,-10,1.25091389876133,1.15433564,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-11,-9,1.47681234317221,1.481541766875,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-12,-8,1.7,,,,,FALSE,regime_labels_daily,FALSE
CLH22,2022-02-22,2022-02-14,-7,1.72477418259819,1.7112923425,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-15,-6,1.81819113767372,1.789255318125,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-16,-5,1.81808854854985,1.787495221875,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-17,-4,1.80414380703928,1.825215113125,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-18,-3,1.57241951507553,1.40814888625,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-19,-2,0.752365591397833,,,,,FALSE,regime_labels_daily,FALSE
CLH22,2022-02-22,2022-02-21,-1,1.17048353407855,1.0611076625,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-22,0,0.909048742598188,0.842445917500001,CLH2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-23,1,1.3486350039577,1.370773846875,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-24,2,2.00974931416918,2.236641105625,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-25,3,1.76372798407855,1.757101595,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-02-26,4,1.57749999999999,,,,,FALSE,regime_labels_daily,FALSE
CLH22,2022-02-22,2022-02-28,5,2.01857426785498,1.934243841875,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-03-01,6,2.5260798455287,2.762360710625,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-03-02,7,3.70505130271903,3.86915378125,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-03-03,8,3.73032126344411,3.3509107125,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-03-04,9,3.11981594441088,3.5705531625,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLH22,2022-02-22,2022-03-05,10,3.00285714285714,,,,,FALSE,regime_labels_daily,FALSE
CLJ22,2022-03-22,2022-03-07,-15,3.86135022386707,3.614777925,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-08,-14,3.80093982930514,3.92701040625,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-09,-13,4.03286694531722,3.98847735,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-10,-12,3.84716770966767,3.82349405625,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-11,-11,3.01865196858006,2.93043998125,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-12,-10,3.09000000000002,,,,,FALSE,regime_labels_daily,FALSE
CLJ22,2022-03-22,2022-03-13,-9,3.09000000000002,,,,,FALSE,regime_labels_daily,FALSE
CLJ22,2022-03-22,2022-03-14,-8,2.27610366241692,1.923037606875,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-15,-7,1.32486058371601,1.204797209375,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-16,-6,1.4458128070997,1.602742559375,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-17,-5,1.41094182909366,1.3044001125,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-18,-4,1.42593999214502,1.50151438125,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-19,-3,1.78102564102565,,,,,FALSE,regime_labels_daily,FALSE
CLJ22,2022-03-22,2022-03-20,-2,1.78102564102565,,,,,FALSE,regime_labels_daily,FALSE
CLJ22,2022-03-22,2022-03-21,-1,1.62181813202417,1.69037803125,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-22,0,2.03480789456193,1.985235125,CLJ2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-23,1,2.86814999063444,2.8768241375,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-24,2,2.93774428912387,2.9406509,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-25,3,2.84987959546828,2.8289715375,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-26,4,2.34625000000001,,,,,FALSE,regime_labels_daily,FALSE
CLJ22,2022-03-22,2022-03-27,5,2.34625000000001,,,,,FALSE,regime_labels_daily,FALSE
CLJ22,2022-03-22,2022-03-28,6,2.43201606858006,2.39666744375,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-29,7,2.22181883758308,2.16151860125,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-30,8,2.26539738429003,2.30138760625,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-03-31,9,1.84915281752266,1.8634299125,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLJ22,2022-03-22,2022-04-01,10,1.63551262126888,1.580886168125,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-04,-15,1.34603868030212,1.49081834375,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-05,-14,1.42574681722054,1.3653360125,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-06,-13,1.29081660592145,1.1684612,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-07,-12,0.801304323413897,0.74788629375,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-08,-11,0.591661570060422,0.635903886250001,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-09,-10,0.581666666666663,,,,,FALSE,regime_labels_daily,FALSE
CLK22,2022-04-20,2022-04-10,-9,0.581666666666663,,,,,FALSE,regime_labels_daily,FALSE
CLK22,2022-04-20,2022-04-11,-8,0.360932419879154,0.332250156874999,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-12,-7,0.388737092779456,0.460624195,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-13,-6,0.446928451963746,0.433107093749999,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-14,-5,0.425716212990937,0.432274993750001,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-15,-4,0.919886363636351,,,,,FALSE,regime_labels_daily,FALSE
CLK22,2022-04-20,2022-04-17,-3,0.919886363636351,,,,,FALSE,regime_labels_daily,FALSE
CLK22,2022-04-20,2022-04-18,-2,0.595629572809667,0.575035718749998,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-19,-1,0.550822364350453,0.592631081250002,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-20,0,0.426916311178247,0.433482550000001,CLK2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-21,1,0.816451054380664,0.919352868750001,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-22,2,0.785772999395771,0.792942168750003,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-23,3,0.536086956521743,,,,,FALSE,regime_labels_daily,FALSE
CLK22,2022-04-20,2022-04-24,4,0.536086956521743,,,,,FALSE,regime_labels_daily,FALSE
CLK22,2022-04-20,2022-04-25,5,0.879412043867069,0.861838991250002,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-26,6,0.829769130906344,0.906806874375002,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-27,7,1.25606610226586,1.178325131875,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-28,8,1.39673045719033,1.4200053375,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-29,9,1.84075680362538,1.910125375,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLK22,2022-04-20,2022-04-30,10,2.13,,,,,FALSE,regime_labels_daily,FALSE
CLM22,2022-05-20,2022-05-05,-15,1.52824543746224,1.544573925,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-06,-14,1.49775107794562,1.52219716875,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-07,-13,2.01625000000001,,,,,FALSE,regime_labels_daily,FALSE
CLM22,2022-05-20,2022-05-08,-12,2.01625000000001,,,,,FALSE,regime_labels_daily,FALSE
CLM22,2022-05-20,2022-05-09,-11,1.41055511329305,1.38802231875,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-10,-10,1.35347576519637,1.37291068125,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-11,-9,1.42622362688822,1.5770993625,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-12,-8,1.69849716767372,1.8198499,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-13,-7,1.73225913383686,1.78628669375,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-14,-6,2.13916666666667,,,,,FALSE,regime_labels_daily,FALSE
CLM22,2022-05-20,2022-05-15,-5,2.13916666666667,,,,,FALSE,regime_labels_daily,FALSE
CLM22,2022-05-20,2022-05-16,-4,1.89185670120846,1.98416465,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-17,-3,2.36642901450151,2.5042199875,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-18,-2,2.89307280876133,2.8455006375,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-19,-1,2.19027316858006,2.064366325,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-20,0,2.48782225981873,2.5264681375,CLM2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-22,1,4.24857142857142,,,,,FALSE,regime_labels_daily,FALSE
CLM22,2022-05-20,2022-05-23,2,3.0968088060423,2.89964604375,CLN2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-24,3,2.69934414441088,2.66057239375,CLN2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-25,4,2.65081409818731,2.5881062625,CLN2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-26,5,2.75926222205438,2.8997359875,CLN2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-27,6,2.85699084561934,2.8602424625,CLN2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-28,7,2.81399999999999,,,,,FALSE,regime_labels_daily,FALSE
CLM22,2022-05-20,2022-05-29,8,2.81399999999999,,,,,FALSE,regime_labels_daily,FALSE
CLM22,2022-05-20,2022-05-30,9,2.86799777583082,2.8128077375,CLN2,331,,FALSE,CL_data_TWAP,FALSE
CLM22,2022-05-20,2022-05-31,10,2.90603611087613,2.785943425,CLN2,331,,FALSE,CL_data_TWAP,FALSE
CLN22,2022-06-21,2022-06-06,-15,2.61593070785499,2.58901280625,CLN2,331,,FALSE,CL_data_TWAP,FALSE
