product,regime,tier,spread_target,n_events,r2_insample,r2_cv,rmse_bbl,hit_rate,hit_sig,n_sig,alpha_used,coef_intercept,coef_surprise_z,coef_cushing_stocks_chg_z,coef_refinery_util_dev,coef_crude_prod_chg_z,coef_crude_net_exports_z,coef_sx_cushing,coef_sx_util,coef_td3c_z52,coef_td3c_wow_ws_z,coef_sx_td3c,coef_gasoline_stocks_chg_z,coef_distillate_stocks_chg_z,coef_rig_chg_wow_z,coef_td3c_storage_cost_z,coef_bdi_z52,coef_hdd_dev_5yr_z,coef_cdd_us_ne,coef_cftc_mm_net_chg_z,coef_driving_season,coef_heating_season,coef_turnaround_season,coef_sin_ann,coef_cos_ann,coef_sx_cftc,coef_sx_5yr_dev
LGO,Stable-Elevated,tier2_physical,fly123,94,0,-0.1055,0.6051,0.4894,0.4714,70,1,0.0077989688744206,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LGO,Stable-Elevated,tier2_physical,fly136,94,0,-0.0759,0.9994,0.4574,0.4714,70,1,0.15828825136289,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LGO,Stable-Elevated,tier2_freight,m1m2,94,0.032,0.0045,0.6753,0.5,0.5143,70,1,0.0834486029690133,-0.076269822341198,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LGO,Stable-Elevated,tier2_freight,m2m3,94,0,-0.045,0.4589,0.4894,0.5,70,1,0.0522470665220937,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LGO,Stable-Elevated,tier2_freight,m1m6,94,0.0907,-0.1103,1.3918,0.5745,0.5714,70,1,-0.020389560531169,-0.40672110759939,0,0,,0.453013673004598,0,,-0.00704058779734531,0.0207615965750966,0,,,,,,,,,,,,,,,
LGO,Stable-Elevated,tier2_freight,fly123,94,0,-0.0551,0.6051,0.4894,0.4714,70,1,0.0077989688744206,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LGO,Stable-Elevated,tier2_freight,fly136,94,0,-0.0578,0.9994,0.4574,0.4714,70,1,0.15828825136289,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LGO,Stable-Elevated,tier3_full,m1m2,94,0,-0.0161,0.6864,0.4574,0.4571,70,1,0.0600460353965144,-9.91523741286758e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGO,Stable-Elevated,tier3_full,m2m3,94,0,-0.0346,0.4589,0.4894,0.5,70,1,0.0522470665220937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGO,Stable-Elevated,tier3_full,m1m6,94,0,-0.0718,1.4596,0.4894,0.4429,70,1,0.0662979524743262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGO,Stable-Elevated,tier3_full,fly123,94,0,-0.0276,0.6051,0.4894,0.4714,70,1,0.00779896887442056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08083226223081e-16,0,0,0,0
LGO,Stable-Elevated,tier3_full,fly136,94,0.0707,0.0076,0.9634,0.4574,0.4714,70,1,0.248159765895037,0,0,0,0,-0.193177899920853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGO,Deep-Contango,tier2_physical,m1m2,19,0.0918,-0.076,0.188,0.5789,0.4615,13,0,0.207254326140147,-0.022460954294992,0,0,0,-0.219290623533192,0,0,,,,,,,,,,,,,,,,,,
LGO,Deep-Contango,tier2_physical,m2m3,19,7e-04,-0.2017,0.1066,0.4737,0.3846,13,0,0.00239047305779379,-1.7883346297914e-05,0,0,0,-0.00166056505606991,0,0,,,,,,,,,,,,,,,,,,
LGO,Deep-Contango,tier2_physical,m1m6,19,0.0012,-0.0356,0.4153,0.5789,0.6154,13,0,-0.0340431272051902,-0.000184408703753476,0,0,0,-0.00490869283151393,0,0,,,,,,,,,,,,,,,,,,
LGO,Deep-Contango,tier2_physical,fly123,19,0.0636,-0.2081,0.1893,0.6316,0.6154,13,0,0.136624310421623,-0.0267301342945554,0,0,0,-0.129294034192965,0,0,,,,,,,,,,,,,,,,,,
LGO,Deep-Contango,tier2_physical,fly136,19,6e-04,-0.1195,0.2701,0.6842,0.5385,13,0,0.10147802520907,-0.000382204545547534,0,0,0,0.00267569967265897,0,0,,,,,,,,,,,,,,,,,,
LGO,Deep-Contango,tier2_freight,m1m2,19,0.0257,-0.1388,0.1947,0.5789,0.4615,13,0,0.0654958423370482,-0.00434253677354106,0,0,,-0.0424757300796613,0,,-0.0017542175331391,0.00131977633842227,-0.00178153819540704,,,,,,,,,,,,,,,
LGO,Deep-Contango,tier2_freight,m2m3,19,0.0016,-0.0943,0.1066,0.4737,0.3846,13,0,0.00184492076889817,-1.11440154865713e-05,0,0,,-0.00102734393499879,0,,-5.09689982152717e-05,-0.000243003352702798,-0.000137605555084361,,,,,,,,,,,,,,,
LGO,Deep-Contango,tier2_freight,m1m6,19,0.2396,-0.326,0.3624,0.6842,0.7692,13,0,0.793002660688167,-0.0353993305533087,0,0,,-1.05049763293402,0,,0.00781893133282341,-0.0739539680655258,-0.0478340487521058,,,,,,,,,,,,,,,
LGO,Deep-Contango,tier2_freight,fly123,19,0.0011,-0.2887,0.1955,0.5263,0.4615,13,0,0.031801056984803,-0.000251990694569701,0,0,,-0.00141252713653317,0,,-5.25519020587153e-05,0.000343789328896167,4.96316733637954e-05,,,,,,,,,,,,,,,
LGO,Deep-Contango,tier2_freight,fly136,19,0.0011,-0.0778,0.2701,0.6842,0.5385,13,0,0.102445412706218,-0.00017474098232677,0,0,,0.00122544442966534,0,,-0.000267364397575514,0.000121487162563852,-7.00421645097564e-05,,,,,,,,,,,,,,,
LGO,Deep-Contango,tier3_full,m1m2,19,0.2238,-0.1396,0.1738,0.5789,0.4615,13,0,0.125526197944771,-0.00923631828962656,0,0,0,-0.120833086756287,0,0,-0.00210058648615891,0.00608896950082688,-0.00704949353758585,0,0,0,-0.032447776253766,0,0.0156917127502861,-0.00169122864726755,0,0.0274277183951445,-0.00842520340980367,0.0220047443149713,-0.0107268601708177,0.0180450130741062,0.0230678526316741,0.0170562703227188
LGO,Deep-Contango,tier3_full,m2m3,19,0.0045,-0.1258,0.1064,0.4737,0.3846,13,0,0.00192980605384416,-9.27673630936374e-06,0,0,0,-0.000866420494076073,0,0,-4.23756709340395e-05,-0.000204123322402246,-0.000115316831869978,0,0,0,-0.000295764218634837,0,1.61562043436423e-06,6.92699910418285e-06,0,-0.000118084222202587,0.000472871407287203,5.70364890919769e-05,-4.05320875554845e-05,0.000304577928320463,-0.000209606190057393,8.77343260109898e-05
LGO,Deep-Contango,tier3_full,m1m6,19,0.0029,-0.0475,0.415,0.5789,0.6154,13,0,-0.0337715137385295,-0.000183445673417252,0,0,0,-0.00490194173578727,0,0,2.56803407242065e-06,-0.000297790890484699,-0.000232603930505522,0,0,0,-0.000843213922618924,0,0.000356821111782011,-2.59558334474888e-05,0,0.00026656514412533,0.000605717892901024,-1.4168121851972e-05,-5.28099629450613e-05,0.0005090470982062,3.47545284577235e-05,0.000498835376040199
LGO,Deep-Contango,tier3_full,fly123,19,0.2075,-0.0555,0.1741,0.6316,0.6154,13,0,0.0560083791496811,-0.00789524991462843,0,0,0,-0.0401995882710063,0,0,-0.00134200860673569,0.0149731585785534,-6.80691605274712e-05,0,0,0,-0.0142132276023757,0,0.0109303202984646,-0.00179731734850187,0,0.0234270681063913,-0.026369499617795,0.0155452838503012,-0.00754416505410613,-0.000794825403736657,0.0296963266399085,0.0103217193182586
LGO,Deep-Contango,tier3_full,fly136,19,0.1657,-0.0667,0.2468,0.6842,0.5385,13,0,0.0302514954896635,-0.00688648662267449,0,0,0,0.0861322016872363,0,0,-0.0127613476452703,0.0165329572649458,-0.00326832436675101,0,0,0,-0.0300025572689818,0,0.00215590300237612,0.00067946243452169,0,0.0025273687738638,-0.0176619620956769,0.0467856403092172,-0.0191911973819231,0.0202360771349586,0.015061772240205,0.00475918043233512
LGO,ALL_REGIMES,tier2_physical,m1m2,269,0.014,0.0034,0.909,0.5279,0.5344,189,1,0.102472716864646,-0.0798647965758898,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LGO,ALL_REGIMES,tier2_physical,m2m3,269,0,-0.0101,0.6584,0.539,0.5238,189,1,0.0476977815800226,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LGO,ALL_REGIMES,tier2_physical,m1m6,269,0.0098,-0.0018,2.0478,0.5688,0.5503,189,1,0.154337758418621,-0.114633842210139,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LGO,ALL_REGIMES,tier2_physical,fly123,269,0,-0.0139,0.7394,0.4907,0.5026,189,1,0.0547749352846238,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LGO,ALL_REGIMES,tier2_physical,fly136,269,0.0147,-0.0078,1.3051,0.5316,0.5397,189,1,0.146003238470717,-0.0154517286726125,0,0,0,-0.121127317691849,0,0,,,,,,,,,,,,,,,,,,
LGO,ALL_REGIMES,tier2_freight,m1m2,269,0.013,-0.0044,0.9095,0.5502,0.5661,189,1,0.102472716864646,-0.0689310768331506,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LGO,ALL_REGIMES,tier2_freight,m2m3,269,0,-0.0101,0.6584,0.539,0.5238,189,1,0.0476977815800226,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LGO,ALL_REGIMES,tier2_freight,m1m6,269,0.011,-0.0048,2.0466,0.5688,0.5503,189,1,0.154337758418621,-0.135837235741605,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LGO,ALL_REGIMES,tier2_freight,fly123,269,0.0019,-0.0099,0.7387,0.4907,0.5026,189,1,0.0547749352846238,-0.00995017151641254,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LGO,ALL_REGIMES,tier2_freight,fly136,269,0,-0.0211,1.3147,0.5242,0.5291,189,1,0.146003238470717,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LGO,ALL_REGIMES,tier3_full,m1m2,269,0.0078,0.0014,0.9119,0.5465,0.5608,189,1,0.102799494795769,-0.0213853056860171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00966668125277271,0
LGO,ALL_REGIMES,tier3_full,m2m3,269,0,-0.0082,0.6584,0.539,0.5238,189,1,0.0476977815800226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGO,ALL_REGIMES,tier3_full,m1m6,269,0.0082,0.0013,2.0495,0.5613,0.5397,189,1,0.154337758418621,-0.0890942796359878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGO,ALL_REGIMES,tier3_full,fly123,269,0.0311,-0.0151,0.7279,0.5019,0.4868,189,1,-0.0244998666412937,-0.0243215716112731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974537582309061,0.0934666519726929,0,0,0.0387916882092182,0
LGO,ALL_REGIMES,tier3_full,fly136,269,0.0025,-0.0274,1.3131,0.5242,0.5291,189,1,0.146003238470717,0,0,0,0,-0.0142614532593163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
