product,tier,spread_target,regime,estimator,n_events,r2_cv,r2_insample,rmse_bbl,hit_rate,hit_sig,n_sig,oos_hit_rate,oos_n,oos_rmse
CL,tier3_full,fly123,Warm-Up,Ridge,29,-0.0411,0.0039,0.067,0.6897,0.6786,28,,,
CL,tier1_baseline,fly136,ALL_REGIMES,OLS,184,-0.0055,0,0.1404,0.587,0.5917,169,0.4,10,2.6372
CL,tier1_baseline,fly136,Deep-Backwardation,OLS,50,-0.0171,0.0037,0.1808,0.6,0.6087,46,0.3333,9,2.7578
CL,tier1_baseline,fly136,Easing-Backwardation,OLS,44,0.0158,0.0387,0.1501,0.5455,0.5366,41,1,1,1.048
CL,tier1_baseline,fly136,Stable-Elevated,OLS,31,-0.0047,0.0288,0.112,0.6129,0.6,25,,,
CL,tier2_freight,fly136,ALL_REGIMES,OLS,184,,,,,,169,0.4,10,2.6167
CL,tier2_freight,fly136,Deep-Backwardation,Lasso,56,-0.056,0,0.3546,0.5893,0.5962,52,0.3333,9,2.7374
CL,tier2_freight,fly136,Easing-Backwardation,Lasso,50,-0.0746,0,0.8822,0.54,0.5435,46,1,1,1.0164
CL,tier2_freight,fly136,Stable-Elevated,Ridge,35,-0.0345,0.0015,0.1973,0.6,0.5862,29,,,
CL,tier2_freight,fly136,Warm-Up,Ridge,29,-0.1127,7e-04,0.4334,0.6207,0.6071,28,,,
CL,tier2_physical,fly136,ALL_REGIMES,OLS,184,,,,,,169,0.4,10,2.6167
CL,tier2_physical,fly136,Deep-Backwardation,Lasso,56,-0.0782,0,0.3546,0.5893,0.5962,52,0.3333,9,2.7374
CL,tier2_physical,fly136,Easing-Backwardation,Lasso,50,-0.0643,0,0.8822,0.54,0.5435,46,1,1,1.0164
CL,tier2_physical,fly136,Stable-Elevated,Ridge,35,-0.1137,0.0014,0.1973,0.6,0.5862,29,,,
CL,tier2_physical,fly136,Warm-Up,Ridge,29,-0.0721,0.0425,0.4243,0.6207,0.6071,28,,,
CL,tier3_full,fly136,ALL_REGIMES,Lasso,206,-0.0151,0,0.5244,0.5777,0.582,189,0.4,10,2.6167
CL,tier3_full,fly136,Deep-Backwardation,Lasso,56,-0.1022,0,0.3546,0.5893,0.5962,52,0.3333,9,2.7374
CL,tier3_full,fly136,Easing-Backwardation,Lasso,50,-0.0383,0,0.8822,0.54,0.5435,46,1,1,1.0164
CL,tier3_full,fly136,Stable-Elevated,Ridge,35,-0.0116,0.1101,0.1862,0.6,0.5862,29,,,
CL,tier3_full,fly136,Warm-Up,Ridge,29,-0.0877,0.0087,0.4317,0.6207,0.6071,28,,,
CL,tier1_baseline,m1m2,ALL_REGIMES,OLS,184,-0.0021,0.0034,0.1208,0.5054,0.4911,169,0.4,10,2.2177
CL,tier1_baseline,m1m2,Deep-Backwardation,OLS,50,-0.0183,0.0025,0.2081,0.54,0.5319,47,0.3333,9,2.3229
CL,tier1_baseline,m1m2,Easing-Backwardation,OLS,44,-0.0082,0.0153,0.1078,0.6591,0.6341,41,1,1,0.7868
CL,tier1_baseline,m1m2,Stable-Elevated,OLS,31,-0.0145,0.0193,0.1268,0.6774,0.64,25,,,
CL,tier2_freight,m1m2,ALL_REGIMES,OLS,184,,,,,,169,0.7,10,2.4983
CL,tier2_freight,m1m2,Deep-Backwardation,Lasso,56,-0.0016,0.1696,0.2998,0.6071,0.6154,52,0.7778,9,2.5854
CL,tier2_freight,m1m2,Easing-Backwardation,Lasso,50,0.0296,0.1041,0.2426,0.66,0.6522,46,0,1,1.502
CL,tier2_freight,m1m2,Stable-Elevated,Ridge,35,0.027,0.0739,0.2248,0.6857,0.7241,29,,,
CL,tier2_freight,m1m2,Warm-Up,Ridge,29,-0.0319,1e-04,0.0808,0.5172,0.5357,28,,,
CL,tier2_physical,m1m2,ALL_REGIMES,OLS,184,,,,,,169,0.8,10,2.2082
CL,tier2_physical,m1m2,Deep-Backwardation,Lasso,56,-0.0392,0,0.329,0.5179,0.5192,52,0.7778,9,2.3123
CL,tier2_physical,m1m2,Easing-Backwardation,Lasso,50,-0.0227,0,0.2563,0.64,0.6304,46,1,1,0.8004
CL,tier2_physical,m1m2,Stable-Elevated,Ridge,35,-0.0713,0.0829,0.2237,0.6,0.6207,29,,,
CL,tier2_physical,m1m2,Warm-Up,Ridge,29,-0.0667,1e-04,0.0808,0.5172,0.5357,28,,,
CL,tier3_full,m1m2,ALL_REGIMES,Lasso,206,-0.0044,0,0.2502,0.5,0.4921,189,0.7,10,2.2405
CL,tier3_full,m1m2,Deep-Backwardation,Lasso,56,-0.0304,0,0.329,0.5179,0.5192,52,0.7778,9,2.3123
CL,tier3_full,m1m2,Easing-Backwardation,Lasso,50,0.0514,0.1249,0.2398,0.6,0.587,46,0,1,1.4407
CL,tier3_full,m1m2,Stable-Elevated,Ridge,35,-0.0725,0.0104,0.2324,0.6571,0.6207,29,,,
CL,tier3_full,m1m2,Warm-Up,Ridge,29,-0.0249,9e-04,0.0807,0.5172,0.5357,28,,,
CL,tier1_baseline,m1m6,ALL_REGIMES,OLS,184,0.0128,0.0182,0.4202,0.5761,0.5655,168,0.4,10,6.12
CL,tier1_baseline,m1m6,Deep-Backwardation,OLS,50,0.0309,0.0507,0.6502,0.5,0.4894,47,0.3333,9,6.4363
CL,tier1_baseline,m1m6,Easing-Backwardation,OLS,44,-0.0235,3e-04,0.3206,0.4545,0.45,40,1,1,1.3067
CL,tier1_baseline,m1m6,Stable-Elevated,OLS,31,-0.0219,0.0122,0.4251,0.6774,0.64,25,,,
CL,tier2_freight,m1m6,ALL_REGIMES,OLS,184,,,,,,168,0.6,10,6.0132
CL,tier2_freight,m1m6,Deep-Backwardation,Lasso,56,-0.0509,0.072,1.2005,0.5714,0.5577,52,0.6667,9,6.3213
CL,tier2_freight,m1m6,Easing-Backwardation,Lasso,50,-0.0658,0,1.1826,0.54,0.5435,46,0,1,1.397
CL,tier2_freight,m1m6,Stable-Elevated,Ridge,35,-0.074,0.001,0.8824,0.6571,0.6207,29,,,
CL,tier2_freight,m1m6,Warm-Up,Ridge,29,-0.0735,9e-04,0.534,0.6552,0.6429,28,,,
CL,tier2_physical,m1m6,ALL_REGIMES,OLS,184,,,,,,168,0.3,10,6.1538
CL,tier2_physical,m1m6,Deep-Backwardation,Lasso,56,-0.0252,0.0396,1.2213,0.5714,0.5577,52,0.3333,9,6.47
CL,tier2_physical,m1m6,Easing-Backwardation,Lasso,50,-0.0655,0,1.1826,0.54,0.5435,46,0,1,1.397
CL,tier2_physical,m1m6,Stable-Elevated,Ridge,35,-0.0734,4e-04,0.8826,0.6571,0.6207,29,,,
CL,tier2_physical,m1m6,Warm-Up,Ridge,29,-0.0444,7e-04,0.534,0.6552,0.6429,28,,,
CL,tier3_full,m1m6,ALL_REGIMES,Lasso,206,-0.0245,0,0.9994,0.5728,0.5661,189,0.3,10,6.0506
CL,tier3_full,m1m6,Deep-Backwardation,Lasso,56,0.0242,0.0469,1.2166,0.5893,0.5962,52,0.3333,9,6.3609
CL,tier3_full,m1m6,Easing-Backwardation,Lasso,50,-0.063,0,1.1826,0.54,0.5435,46,0,1,1.397
CL,tier3_full,m1m6,Stable-Elevated,Ridge,35,-0.0518,0.0016,0.8821,0.6571,0.6207,29,,,
CL,tier3_full,m1m6,Warm-Up,Ridge,29,-0.0408,0.0025,0.5335,0.6552,0.6429,28,,,
CL,tier1_baseline,m2m3,ALL_REGIMES,OLS,184,9e-04,0.0063,0.099,0.5761,0.5536,168,0.4,10,1.8757
CL,tier1_baseline,m2m3,Deep-Backwardation,OLS,50,0.001,0.0214,0.1594,0.54,0.5319,47,0.3333,9,1.9733
CL,tier1_baseline,m2m3,Easing-Backwardation,OLS,44,0.014,0.037,0.0774,0.5682,0.575,40,1,1,0.3672
CL,tier1_baseline,m2m3,Stable-Elevated,OLS,31,-0.0154,0.0184,0.0981,0.6774,0.64,25,,,
CL,tier2_freight,m2m3,ALL_REGIMES,OLS,184,,,,,,168,0.6,10,1.9092
CL,tier2_freight,m2m3,Deep-Backwardation,Lasso,56,-0.0228,0.082,0.2853,0.625,0.6154,52,0.6667,9,2.0079
CL,tier2_freight,m2m3,Easing-Backwardation,Lasso,50,-0.0416,0,0.2093,0.5,0.4783,46,0,1,0.4063
CL,tier2_freight,m2m3,Stable-Elevated,Ridge,35,-0.0371,0.001,0.2435,0.6571,0.6207,29,,,
CL,tier2_freight,m2m3,Warm-Up,Ridge,29,-0.1239,0.0281,0.0804,0.6207,0.6071,28,,,
CL,tier2_physical,m2m3,ALL_REGIMES,OLS,184,,,,,,168,0.2,10,1.903
CL,tier2_physical,m2m3,Deep-Backwardation,Lasso,56,-0.0016,0.0529,0.2898,0.6071,0.5962,52,0.2222,9,2.0014
CL,tier2_physical,m2m3,Easing-Backwardation,Lasso,50,-0.0692,0,0.2093,0.5,0.4783,46,0,1,0.4063
CL,tier2_physical,m2m3,Stable-Elevated,Ridge,35,-0.0923,4e-04,0.2436,0.6571,0.6207,29,,,
CL,tier2_physical,m2m3,Warm-Up,Ridge,29,-0.0947,0.0157,0.0809,0.6207,0.6071,28,,,
CL,tier3_full,m2m3,ALL_REGIMES,Lasso,206,-0.0111,0.0054,0.2185,0.568,0.5503,189,0.4,10,1.8663
CL,tier3_full,m2m3,Deep-Backwardation,Lasso,56,0.0348,0.0725,0.2868,0.6071,0.6154,52,0.4444,9,1.9626
CL,tier3_full,m2m3,Easing-Backwardation,Lasso,50,-0.0566,0,0.2093,0.5,0.4783,46,0,1,0.4063
CL,tier3_full,m2m3,Stable-Elevated,Ridge,35,-0.1374,0.0016,0.2435,0.6571,0.6207,29,,,
CL,tier3_full,m2m3,Warm-Up,Ridge,29,-0.0312,0.1528,0.0751,0.6552,0.6429,28,,,
HO,tier1_baseline,fly123,ALL_REGIMES,OLS,184,-0.0023,0.0032,0.3094,0.5598,0.5562,169,0.4444,9,3.5332
HO,tier1_baseline,fly123,Easing-Backwardation,OLS,31,-0.0339,6e-04,0.258,0.5161,0.48,25,1,1,1.024
HO,tier1_baseline,fly123,Stable-Elevated,OLS,65,-0.0153,5e-04,0.2829,0.5538,0.5714,63,,,
HO,tier1_baseline,fly123,Warm-Up,OLS,45,-0.007,0.0159,0.2363,0.6667,0.6429,42,,,
HO,tier2_freight,fly123,ALL_REGIMES,OLS,184,,,,,,169,0.6667,9,3.2734
HO,tier2_freight,fly123,Deep-Backwardation,Ridge,17,-0.1814,3e-04,6.9917,0.5294,0.5333,15,0.625,8,3.4525
HO,tier2_freight,fly123,Deep-Contango,Ridge,15,-0.4091,0.0015,0.1106,0.8,0.8462,13,,,
HO,tier2_freight,fly123,Easing-Backwardation,Ridge,35,-0.0891,6e-04,0.7392,0.5143,0.5,28,1,1,1.0376
HO,tier2_freight,fly123,Stable-Elevated,Lasso,73,-0.0746,0,0.5976,0.5479,0.5571,70,,,
HO,tier2_freight,fly123,Warm-Up,Lasso,51,-0.0285,0,1.4706,0.6078,0.5833,48,,,
HO,tier2_physical,fly123,ALL_REGIMES,OLS,184,,,,,,169,0.6667,9,3.3067
HO,tier2_physical,fly123,Deep-Backwardation,Ridge,17,-0.1268,1e-04,6.9926,0.5294,0.5333,15,0.625,8,3.488
HO,tier2_physical,fly123,Deep-Contango,Ridge,15,-0.0671,5e-04,0.1106,0.8,0.8462,13,,,
HO,tier2_physical,fly123,Easing-Backwardation,Ridge,35,-0.066,2e-04,0.7394,0.5143,0.5,28,1,1,1.0369
HO,tier2_physical,fly123,Stable-Elevated,OLS,65,,,,,,63,,,
HO,tier2_physical,fly123,Warm-Up,Lasso,51,-0.0574,0,1.4706,0.6078,0.5833,48,,,
HO,tier3_full,fly123,ALL_REGIMES,Lasso,206,-0.0067,0,2.5239,0.4369,0.4392,189,0.6667,9,3.2825
HO,tier3_full,fly123,Deep-Backwardation,Ridge,17,-0.1595,0.003,6.9823,0.5294,0.5333,15,0.625,8,3.4808
HO,tier3_full,fly123,Deep-Contango,Ridge,15,-0.1491,0.0025,0.1105,0.8,0.8462,13,,,
HO,tier3_full,fly123,Easing-Backwardation,Ridge,35,-0.0915,0.1008,0.7012,0.5714,0.5357,28,1,1,0.2161
HO,tier3_full,fly123,Stable-Elevated,Lasso,73,-0.1522,0,0.5976,0.5479,0.5571,70,,,
HO,tier3_full,fly123,Warm-Up,Lasso,51,-0.0497,0,1.4706,0.6078,0.5833,48,,,
HO,tier1_baseline,fly136,ALL_REGIMES,OLS,184,7e-04,0.0061,0.6051,0.4946,0.497,169,0.3333,9,4.8363
HO,tier1_baseline,fly136,Easing-Backwardation,OLS,31,-0.0344,1e-04,0.5257,0.4516,0.48,25,0,1,2.8033
HO,tier1_baseline,fly136,Stable-Elevated,OLS,65,0.0244,0.0397,0.5451,0.6,0.5873,63,,,
HO,tier1_baseline,fly136,Warm-Up,OLS,45,-0.0205,0.0027,0.4317,0.5111,0.5238,42,,,
HO,tier2_freight,fly136,ALL_REGIMES,OLS,184,,,,,,169,0.4444,9,8.2854
HO,tier2_freight,fly136,Deep-Backwardation,Ridge,17,-0.1505,0.029,7.5694,0.5294,0.5333,15,0.5,8,8.7296
HO,tier2_freight,fly136,Deep-Contango,Ridge,15,-0.0323,0.0026,0.2334,0.4,0.3846,13,,,
HO,tier2_freight,fly136,Easing-Backwardation,Ridge,35,-0.045,4e-04,1.2633,0.4571,0.4643,28,0,1,2.862
HO,tier2_freight,fly136,Stable-Elevated,Lasso,73,-0.0501,0,0.8797,0.5205,0.5286,70,,,
HO,tier2_freight,fly136,Warm-Up,Lasso,51,-0.0777,0,1.6756,0.5098,0.5208,48,,,
HO,tier2_physical,fly136,ALL_REGIMES,OLS,184,,,,,,169,0.3333,9,4.6772
HO,tier2_physical,fly136,Deep-Backwardation,Ridge,17,-0.1391,0.023,7.5931,0.4706,0.4667,15,0.375,8,4.8574
HO,tier2_physical,fly136,Deep-Contango,Ridge,15,-0.0583,7e-04,0.2336,0.4,0.3846,13,,,
HO,tier2_physical,fly136,Easing-Backwardation,Ridge,35,-0.0506,2e-04,1.2634,0.4571,0.4643,28,0,1,2.8509
HO,tier2_physical,fly136,Stable-Elevated,OLS,65,,,,,,63,,,
HO,tier2_physical,fly136,Warm-Up,Lasso,51,-0.0506,0,1.6756,0.5098,0.5208,48,,,
HO,tier3_full,fly136,ALL_REGIMES,Lasso,206,-0.0131,0,2.7984,0.5,0.5026,189,0.3333,9,4.6576
HO,tier3_full,fly136,Deep-Backwardation,Ridge,17,-0.253,0.0027,7.6713,0.5294,0.5333,15,0.375,8,4.8232
HO,tier3_full,fly136,Deep-Contango,Ridge,15,-0.0367,0.0028,0.2334,0.4,0.3846,13,,,
HO,tier3_full,fly136,Easing-Backwardation,Ridge,35,-0.0954,0.0528,1.2298,0.4857,0.5,28,0,1,3.0209
HO,tier3_full,fly136,Stable-Elevated,Lasso,73,-0.0258,0,0.8797,0.5205,0.5286,70,,,
HO,tier3_full,fly136,Warm-Up,Lasso,51,-0.034,0,1.6756,0.5098,0.5208,48,,,
HO,tier1_baseline,m1m2,ALL_REGIMES,OLS,184,0.0238,0.0291,0.43,0.5652,0.5714,168,0.3333,9,4.7561
HO,tier1_baseline,m1m2,Easing-Backwardation,OLS,31,0.0033,0.0365,0.2924,0.5484,0.56,25,0,1,1.005
HO,tier1_baseline,m1m2,Stable-Elevated,OLS,65,0.0109,0.0263,0.4514,0.5692,0.5873,63,,,
HO,tier1_baseline,m1m2,Warm-Up,OLS,45,-0.0222,0.001,0.4027,0.5333,0.5238,42,,,
HO,tier2_freight,m1m2,ALL_REGIMES,OLS,184,,,,,,168,0.6667,9,4.3042
HO,tier2_freight,m1m2,Deep-Backwardation,Ridge,17,-0.1681,3e-04,7.3741,0.5294,0.5333,15,0.625,8,4.5545
HO,tier2_freight,m1m2,Deep-Contango,Ridge,15,0.028,0.1342,0.1234,0.6667,0.7692,13,,,
HO,tier2_freight,m1m2,Easing-Backwardation,Ridge,35,-0.0724,8e-04,0.6482,0.4857,0.5,28,1,1,0.8899
HO,tier2_freight,m1m2,Stable-Elevated,Lasso,73,-0.0247,0,0.7022,0.5753,0.5857,70,,,
HO,tier2_freight,m1m2,Warm-Up,Lasso,51,-0.0097,0,1.0581,0.5294,0.5208,48,,,
HO,tier2_physical,m1m2,ALL_REGIMES,OLS,184,,,,,,168,0.6667,9,4.3002
HO,tier2_physical,m1m2,Deep-Backwardation,Ridge,17,-0.166,1e-04,7.3748,0.5294,0.5333,15,0.625,8,4.5503
HO,tier2_physical,m1m2,Deep-Contango,Ridge,15,-0.2058,0.0472,0.1295,0.6667,0.7692,13,,,
HO,tier2_physical,m1m2,Easing-Backwardation,Ridge,35,-0.1679,5e-04,0.6484,0.4857,0.5,28,1,1,0.8845
HO,tier2_physical,m1m2,Stable-Elevated,OLS,65,,,,,,63,,,
HO,tier2_physical,m1m2,Warm-Up,Lasso,51,-0.0829,0,1.0581,0.5294,0.5208,48,,,
HO,tier3_full,m1m2,ALL_REGIMES,Lasso,206,-0.0102,0,2.6192,0.4854,0.4762,189,0.5556,9,4.2976
HO,tier3_full,m1m2,Deep-Backwardation,Ridge,17,-0.1501,0.0028,7.3646,0.5294,0.5333,15,0.625,8,4.5436
HO,tier3_full,m1m2,Deep-Contango,Ridge,15,-0.0977,0.0531,0.1291,0.6,0.6923,13,,,
HO,tier3_full,m1m2,Easing-Backwardation,Ridge,35,-0.0846,0.0951,0.6169,0.6286,0.6429,28,0,1,1.035
HO,tier3_full,m1m2,Stable-Elevated,Lasso,73,-0.0799,0,0.7022,0.5753,0.5857,70,,,
HO,tier3_full,m1m2,Warm-Up,Lasso,51,-0.06,0,1.0581,0.5294,0.5208,48,,,
HO,tier1_baseline,m1m6,ALL_REGIMES,OLS,184,0.0094,0.0149,0.9989,0.5761,0.5906,171,0.3333,9,9.1434
HO,tier1_baseline,m1m6,Easing-Backwardation,OLS,31,0.006,0.0391,0.5938,0.6129,0.6296,27,0,1,1.5402
HO,tier1_baseline,m1m6,Stable-Elevated,OLS,65,-0.0091,0.0067,1.1452,0.5538,0.5484,62,,,
HO,tier1_baseline,m1m6,Warm-Up,OLS,45,-0.0123,0.0107,0.8444,0.4444,0.4651,43,,,
HO,tier2_freight,m1m6,ALL_REGIMES,OLS,184,,,,,,171,0.6667,9,8.4938
HO,tier2_freight,m1m6,Deep-Backwardation,Ridge,17,-0.1815,4e-04,8.7421,0.6471,0.6667,15,0.625,8,9.0041
HO,tier2_freight,m1m6,Deep-Contango,Ridge,15,-0.0137,0.0985,0.4272,0.6667,0.6923,13,,,
HO,tier2_freight,m1m6,Easing-Backwardation,Ridge,35,-0.058,0.0233,1.6438,0.6,0.6071,28,1,1,0.8482
HO,tier2_freight,m1m6,Stable-Elevated,Lasso,73,-0.0846,0,1.5539,0.4384,0.4429,70,,,
HO,tier2_freight,m1m6,Warm-Up,Lasso,51,-0.023,0.0059,2.1694,0.4314,0.4375,48,,,
HO,tier2_physical,m1m6,ALL_REGIMES,OLS,184,,,,,,171,0.5556,9,8.4812
HO,tier2_physical,m1m6,Deep-Backwardation,Ridge,17,-0.2203,1e-04,8.7434,0.6471,0.6667,15,0.625,8,8.9823
HO,tier2_physical,m1m6,Deep-Contango,Ridge,15,-0.7322,0.0457,0.4395,0.6667,0.6923,13,,,
HO,tier2_physical,m1m6,Easing-Backwardation,Ridge,35,-0.0618,5e-04,1.6628,0.5714,0.6071,28,0,1,1.3875
HO,tier2_physical,m1m6,Stable-Elevated,OLS,65,,,,,,62,,,
HO,tier2_physical,m1m6,Warm-Up,Lasso,51,-0.0403,0,2.1758,0.4314,0.4375,48,,,
HO,tier3_full,m1m6,ALL_REGIMES,Lasso,206,-0.0087,0.0411,3.3552,0.5583,0.5661,189,0.6667,9,8.5207
HO,tier3_full,m1m6,Deep-Backwardation,Ridge,17,-0.2101,0.0026,8.7326,0.6471,0.6667,15,0.625,8,8.9629
HO,tier3_full,m1m6,Deep-Contango,Ridge,15,-0.1687,0.0046,0.4489,0.6,0.6154,13,,,
HO,tier3_full,m1m6,Easing-Backwardation,Ridge,35,-0.0554,0.2058,1.4823,0.6286,0.6429,28,1,1,3.2792
HO,tier3_full,m1m6,Stable-Elevated,Lasso,73,-0.0654,0,1.5539,0.4384,0.4429,70,,,
HO,tier3_full,m1m6,Warm-Up,Lasso,51,0.0648,0.1207,2.0403,0.4118,0.3958,48,,,
HO,tier1_baseline,m2m3,ALL_REGIMES,OLS,184,0.0541,0.0593,0.274,0.5652,0.5731,171,0.3333,9,2.2405
HO,tier1_baseline,m2m3,Easing-Backwardation,OLS,31,-0.0148,0.019,0.2365,0.5161,0.5,26,0,1,0.174
HO,tier1_baseline,m2m3,Stable-Elevated,OLS,65,0.0424,0.0574,0.2587,0.6154,0.629,62,,,
HO,tier1_baseline,m2m3,Warm-Up,OLS,45,-0.0069,0.016,0.2519,0.6444,0.6279,43,,,
HO,tier2_freight,m2m3,ALL_REGIMES,OLS,184,,,,,,171,0.6667,9,2.1376
HO,tier2_freight,m2m3,Deep-Backwardation,Ridge,17,-0.0054,0.0015,1.6678,0.6471,0.6667,15,0.625,8,2.2667
HO,tier2_freight,m2m3,Deep-Contango,Ridge,15,-0.1596,0.0097,0.1515,0.3333,0.3077,13,,,
HO,tier2_freight,m2m3,Easing-Backwardation,Ridge,35,-0.0439,9e-04,0.5789,0.4857,0.4643,28,1,1,0.1476
HO,tier2_freight,m2m3,Stable-Elevated,Lasso,73,-0.0272,0,0.392,0.5205,0.5286,70,,,
HO,tier2_freight,m2m3,Warm-Up,Lasso,51,-0.0687,0,0.8831,0.5098,0.5208,48,,,
HO,tier2_physical,m2m3,ALL_REGIMES,OLS,184,,,,,,171,0.5556,9,2.1854
HO,tier2_physical,m2m3,Deep-Backwardation,Ridge,17,-0.1918,0.1024,1.5813,0.5294,0.5333,15,0.5,8,2.3174
HO,tier2_physical,m2m3,Deep-Contango,Ridge,15,-0.213,3e-04,0.1523,0.3333,0.3077,13,,,
HO,tier2_physical,m2m3,Easing-Backwardation,Ridge,35,-0.0275,4e-04,0.579,0.4857,0.4643,28,1,1,0.1528
HO,tier2_physical,m2m3,Stable-Elevated,OLS,65,,,,,,62,,,
HO,tier2_physical,m2m3,Warm-Up,Lasso,51,-0.0516,0,0.8831,0.5098,0.5208,48,,,
HO,tier3_full,m2m3,ALL_REGIMES,Lasso,206,-0.0081,0.0137,0.7473,0.5194,0.5238,189,0.6667,9,2.8694
HO,tier3_full,m2m3,Deep-Backwardation,Ridge,17,-0.0925,0.0031,1.6664,0.6471,0.6667,15,0.625,8,2.2695
HO,tier3_full,m2m3,Deep-Contango,Ridge,15,-0.0429,0.0044,0.1519,0.3333,0.3077,13,,,
HO,tier3_full,m2m3,Easing-Backwardation,Ridge,35,0.1847,0.4273,0.4383,0.7143,0.6786,28,1,1,5.7353
HO,tier3_full,m2m3,Stable-Elevated,Lasso,73,0.0174,0.1029,0.3713,0.4932,0.5,70,,,
HO,tier3_full,m2m3,Warm-Up,Lasso,51,-0.0588,0,0.8831,0.5098,0.5208,48,,,
LCO,tier1_baseline,fly123,ALL_REGIMES,OLS,184,-0.0038,0.0017,0.1324,0.538,0.5629,167,0.7,10,0.2949
LCO,tier1_baseline,fly123,Deep-Backwardation,OLS,50,-0.0097,0.0109,0.1196,0.56,0.6087,46,0.6667,9,0.3057
LCO,tier1_baseline,fly123,Easing-Backwardation,OLS,44,-0.0049,0.0185,0.1386,0.5909,0.6,40,1,1,0.1695
LCO,tier1_baseline,fly123,Stable-Elevated,OLS,31,3e-04,0.0336,0.1735,0.5484,0.6,25,,,
LCO,tier2_freight,fly123,ALL_REGIMES,OLS,184,,,,,,167,0.7,10,0.2959
LCO,tier2_freight,fly123,Deep-Backwardation,Lasso,56,-0.0296,0,0.3137,0.5536,0.5962,52,0.6667,9,0.3066
LCO,tier2_freight,fly123,Easing-Backwardation,Lasso,50,-0.0253,0,0.3435,0.52,0.5435,46,1,1,0.1723
LCO,tier2_freight,fly123,Stable-Elevated,Ridge,35,0.0073,0.1617,0.3374,0.6,0.6552,29,,,
LCO,tier2_freight,fly123,Warm-Up,Ridge,29,-0.0185,0.003,0.1879,0.4828,0.5,28,,,
LCO,tier2_physical,fly123,ALL_REGIMES,OLS,184,,,,,,167,0.7,10,0.2965
LCO,tier2_physical,fly123,Deep-Backwardation,Lasso,56,-0.067,0.0022,0.3133,0.5536,0.5962,52,0.6667,9,0.3072
LCO,tier2_physical,fly123,Easing-Backwardation,Lasso,50,-0.0784,0,0.3435,0.52,0.5435,46,1,1,0.1723
LCO,tier2_physical,fly123,Stable-Elevated,Ridge,35,0.0317,0.1565,0.3385,0.5429,0.5862,29,,,
LCO,tier2_physical,fly123,Warm-Up,Ridge,29,-0.0338,0.0202,0.1862,0.5172,0.5357,28,,,
LCO,tier3_full,fly123,ALL_REGIMES,Lasso,206,0.0067,0.0465,0.2984,0.5097,0.5291,189,0.6,10,4.3297
LCO,tier3_full,fly123,Deep-Backwardation,Lasso,56,-0.1436,0,0.3137,0.5536,0.5962,52,0.6667,9,0.3066
LCO,tier3_full,fly123,Easing-Backwardation,Lasso,50,0.0413,0.4223,0.2611,0.56,0.587,46,0,1,13.6609
LCO,tier3_full,fly123,Stable-Elevated,Ridge,35,-0.109,0.0906,0.3515,0.5143,0.5517,29,,,
LCO,tier3_full,fly123,Warm-Up,Ridge,29,-0.0204,0.1383,0.1747,0.5862,0.5714,28,,,
