product,regime,tier,spread_target,estimator,n_events,r2_insample,r2_cv,rmse_bbl,hit_rate,hit_sig,n_sig,alpha_used,coef_intercept,coef_surprise_z,coef_cushing_stocks_chg_z,coef_refinery_util_dev,coef_crude_prod_chg_z,coef_crude_net_exports_z,coef_sx_cushing,coef_sx_util,coef_td3c_z52,coef_td3c_wow_ws_z,coef_sx_td3c,coef_gasoline_stocks_chg_z,coef_distillate_stocks_chg_z,coef_rig_chg_wow_z,coef_td3c_storage_cost_z,coef_bdi_z52,coef_hdd_dev_5yr_z,coef_cdd_us_ne,coef_cftc_mm_net_chg_z,coef_driving_season,coef_heating_season,coef_turnaround_season,coef_sin_ann,coef_cos_ann,coef_sx_cftc,coef_sx_5yr_dev
CL,Warm-Up,tier3_full,m1m6,Ridge,29,0.0025,-0.0373,0.5335,0.6552,0.6429,28,0,0.174747245309418,0.000378828928340829,0,0,0,-0.00046561263695748,0,0,0,0,0,0,0,0,0,0,-0.000174076254041391,-2.98911657601048e-06,0,-0.000351760731336365,0.000542856266964757,0.000956573598463509,0.000798256297294617,-6.19103372599447e-05,0.00126234847385876,0.000241801154406345
CL,Warm-Up,tier3_full,fly123,Ridge,29,0.0023,-0.0922,0.0671,0.6897,0.6786,28,0,-0.022424930010729,1.97333234132786e-05,0,0,0,7.78716423622402e-05,0,0,0,0,0,0,0,0,0,0,2.9428394268224e-05,-9.01612354554288e-06,0,-0.000125670844591342,7.19531569386691e-05,1.72431025407293e-05,6.68173925708821e-05,0.000101117082102846,6.5756137344146e-05,1.53445234577635e-06
CL,Warm-Up,tier3_full,fly136,Ridge,29,0.0303,-0.0977,0.427,0.6207,0.6071,28,0,-0.0850168421781817,-0.0028025617887843,0,0,0,0.00173982777290811,0,0,0,0,0,0,0,0,0,0,-6.29999761306929e-05,0.000194394923389294,0,0.00471182705643738,-0.00630221555340131,-0.00755137474311939,-0.00296517214701513,-0.00188159163496488,-0.00933881097993605,-0.00182572738666589
CL,Deep-Backwardation,tier1_baseline,m1m2,OLS,56,0.0082,-0.0102,0.3276,0.5,0.5,52,,0.00953378638684555,-0.0311502443100421,,,,,,,,,,,,,,,,,,,,,,,,
CL,Deep-Backwardation,tier1_baseline,m2m3,OLS,56,0.0186,4e-04,0.295,0.6071,0.6154,52,,0.00815192132994099,-0.0425160020769065,,,,,,,,,,,,,,,,,,,,,,,,
CL,Deep-Backwardation,tier1_baseline,m1m6,OLS,56,0.0077,-0.0107,1.2415,0.5893,0.5962,52,,0.0476392309315607,-0.114216077918853,,,,,,,,,,,,,,,,,,,,,,,,
CL,Deep-Backwardation,tier1_baseline,fly123,OLS,56,0.0034,-0.0151,0.1868,0.5536,0.5577,52,,0.00138186505690456,0.0113657577668644,,,,,,,,,,,,,,,,,,,,,,,,
CL,Deep-Backwardation,tier1_baseline,fly136,OLS,56,0.008,-0.0104,0.3532,0.5,0.5,52,,-0.0122678154979875,-0.0331164148550438,,,,,,,,,,,,,,,,,,,,,,,,
CL,Deep-Backwardation,tier2_physical,m1m2,Lasso,56,0.0467,-0.0804,0.3212,0.5893,0.5769,52,1,0.021298392062204,-0.0665508647333304,0,0,0,0.0611010387679451,0,0,,,,,,,,,,,,,,,,,,
CL,Deep-Backwardation,tier2_physical,m2m3,Lasso,56,0,-0.0855,0.2978,0.5536,0.5577,52,1,0.0121815818234618,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
CL,Deep-Backwardation,tier2_physical,m1m6,Lasso,56,0,-0.0717,1.2462,0.5357,0.5385,52,1,0.0584646141856576,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
CL,Deep-Backwardation,tier2_physical,fly123,Lasso,56,0,-0.0855,0.1871,0.5,0.5,52,1,0.000304620188743781,0,0,0,0,4.73175666343677e-18,0,0,,,,,,,,,,,,,,,,,,
CL,Deep-Backwardation,tier2_physical,fly136,Lasso,56,0,-0.0706,0.3546,0.5893,0.5962,52,1,-0.00912904651432291,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
CL,Deep-Backwardation,tier2_freight,m1m2,Lasso,56,0.1685,0.0023,0.3,0.6071,0.6154,52,1,0.0347666013327352,-0.0700032310737331,0,0,,0.0639428807090236,0,,0,0.2591910626052,-0.0367731992196575,,,,,,,,,,,,,,,
CL,Deep-Backwardation,tier2_freight,m2m3,Lasso,56,0.0794,-0.0126,0.2857,0.625,0.6154,52,1,0.0128795959346888,-0.0921940094029435,0,0,,0.057511262123276,0,,0,0.0701091381949351,-0.0392558962950571,,,,,,,,,,,,,,,
CL,Deep-Backwardation,tier2_freight,m1m6,Lasso,56,0.0738,-0.0184,1.1994,0.5714,0.5577,52,1,0.0786444873830632,-0.320213924701538,0,0,,0.238273818690022,0,,0.00546477136235209,0.432380859460055,-0.174491641078992,,,,,,,,,,,,,,,
CL,Deep-Backwardation,tier2_freight,fly123,Lasso,56,0.0539,-0.0831,0.182,0.6607,0.6538,52,1,0.00329769269377084,0,0,0,,0,0,,0,0.0329388451594427,0,,,,,,,,,,,,,,,
CL,Deep-Backwardation,tier2_freight,fly136,Lasso,56,0.0835,-0.0123,0.3395,0.5714,0.5769,52,1,0.00886033083982195,0,0,0,,0,0,,0,0.197973592082296,0,,,,,,,,,,,,,,,
CL,Deep-Backwardation,tier3_full,m1m2,Lasso,56,0.0171,-0.0205,0.3262,0.5536,0.5577,52,1,0.0145856327871713,0,0,0,0,0,0,0,0,0.0231042933652355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,Deep-Backwardation,tier3_full,m2m3,Lasso,56,0.0725,0.0168,0.2868,0.6071,0.6154,52,1,0.0860416424299005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104126225001119,-0.0128860485872354,0,0,0,0
CL,Deep-Backwardation,tier3_full,m1m6,Lasso,56,0.0132,-0.0057,1.238,0.5357,0.5385,52,1,0.101470076735451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.065089348724011,0,0,0,0,0
CL,Deep-Backwardation,tier3_full,fly123,Lasso,56,0.0539,0.0178,0.182,0.6607,0.6538,52,1,0.00329769269377084,0,0,0,0,0,0,0,0,0.0329388451594427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,Deep-Backwardation,tier3_full,fly136,Lasso,56,0,-0.0494,0.3546,0.5893,0.5962,52,1,-0.0091290465143229,0,0,0,0,0,0,0,0,1.46964576028937e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,Easing-Backwardation,tier1_baseline,m1m2,OLS,50,0.0014,-0.0195,0.2562,0.64,0.6304,46,,-0.056569304742456,0.00738845542963139,,,,,,,,,,,,,,,,,,,,,,,,
CL,Easing-Backwardation,tier1_baseline,m2m3,OLS,50,9e-04,-0.02,0.2092,0.5,0.4783,46,,0.00837447038571751,0.00482111027394063,,,,,,,,,,,,,,,,,,,,,,,,
CL,Easing-Backwardation,tier1_baseline,m1m6,OLS,50,0.0036,-0.0171,1.1805,0.48,0.4565,46,,0.0243672949939027,-0.0557564995400939,,,,,,,,,,,,,,,,,,,,,,,,
CL,Easing-Backwardation,tier1_baseline,fly123,OLS,50,2e-04,-0.0206,0.2387,0.62,0.6304,46,,-0.0649437751281736,0.00256734515569073,,,,,,,,,,,,,,,,,,,,,,,,
CL,Easing-Backwardation,tier1_baseline,fly136,OLS,50,0.0134,-0.0071,0.8763,0.6,0.6087,46,,-0.12075696370738,0.080175630947238,,,,,,,,,,,,,,,,,,,,,,,,
CL,Easing-Backwardation,tier2_physical,m1m2,Lasso,50,0,-0.2125,0.2563,0.64,0.6304,46,1,-0.0554428145734592,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
CL,Easing-Backwardation,tier2_physical,m2m3,Lasso,50,0,-0.0682,0.2093,0.5,0.4783,46,1,0.0091095270398408,0,0,0,0,3.26246827222634e-18,0,0,,,,,,,,,,,,,,,,,,
CL,Easing-Backwardation,tier2_physical,m1m6,Lasso,50,0,-0.12,1.1826,0.54,0.5435,46,1,0.0158663100197363,0,0,0,0,-3.68752962652244e-17,0,0,,,,,,,,,,,,,,,,,,
CL,Easing-Backwardation,tier2_physical,fly123,Lasso,50,0,-0.0335,0.2387,0.62,0.6304,46,1,-0.0645523416133,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
CL,Easing-Backwardation,tier2_physical,fly136,Lasso,50,0,-0.0611,0.8822,0.54,0.5435,46,1,-0.108532885086973,0,0,0,0,5.50159477996505e-17,0,0,,,,,,,,,,,,,,,,,,
CL,Easing-Backwardation,tier2_freight,m1m2,Lasso,50,0.0956,-0.0526,0.2438,0.62,0.6087,46,1,-0.0446805926464871,0,0,0,,0,0,,0,0.132259400503105,0,,,,,,,,,,,,,,,
CL,Easing-Backwardation,tier2_freight,m2m3,Lasso,50,0,-0.0392,0.2093,0.5,0.4783,46,1,0.0091095270398408,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
CL,Easing-Backwardation,tier2_freight,m1m6,Lasso,50,0,-0.0573,1.1826,0.54,0.5435,46,1,0.0158663100197363,0,0,0,,-3.68752962652244e-17,0,,0,0,0,,,,,,,,,,,,,,,
CL,Easing-Backwardation,tier2_freight,fly123,Lasso,50,0.5036,0.3029,0.1682,0.7,0.6957,46,1,-0.0347699101581478,0.00592465688627253,0,0,,0.0170216397424941,0,,0,0.389795677040419,-0.067945734529592,,,,,,,,,,,,,,,
CL,Easing-Backwardation,tier2_freight,fly136,Lasso,50,0,-0.0678,0.8822,0.54,0.5435,46,1,-0.108532885086973,0,0,0,,5.50159477996505e-17,0,,0,0,0,,,,,,,,,,,,,,,
CL,Easing-Backwardation,tier3_full,m1m2,Lasso,50,0.114,0.0158,0.2413,0.62,0.6087,46,1,-0.0491374359765394,0,0,0,0,0,0,0,0,0.13414470100967,0,0,0,0,0,0,-0.0187620862921378,0,0,0,0,0,0,0,0,0
CL,Easing-Backwardation,tier3_full,m2m3,Lasso,50,0,-0.0541,0.2093,0.5,0.4783,46,1,0.0091095270398408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,Easing-Backwardation,tier3_full,m1m6,Lasso,50,0,-0.0931,1.1826,0.54,0.5435,46,1,0.0158663100197363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,Easing-Backwardation,tier3_full,fly123,Lasso,50,0.5219,0.1271,0.1651,0.62,0.6087,46,1,-0.0340840567406763,0,0,0,0,0.00689984068288044,0,0,0,0.361278164196532,-0.0118144024251926,0,0,0,-0.0827178089594645,0,-0.0171711958057875,0,0,-0.0278458386236872,0,0,0,0,0,0
CL,Easing-Backwardation,tier3_full,fly136,Lasso,50,0,-0.0558,0.8822,0.54,0.5435,46,1,-0.108532885086973,0,0,0,0,5.50159477996505e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,Stable-Elevated,tier1_baseline,m1m2,OLS,35,0.0295,1e-04,0.2302,0.5714,0.5862,29,,0.0103000592351463,0.0358283567731599,,,,,,,,,,,,,,,,,,,,,,,,
CL,Stable-Elevated,tier1_baseline,m2m3,OLS,35,0.0092,-0.0208,0.2425,0.6286,0.5862,29,,0.0154773499720595,0.0209106835715794,,,,,,,,,,,,,,,,,,,,,,,,
CL,Stable-Elevated,tier1_baseline,m1m6,OLS,35,0.0064,-0.0237,0.88,0.6,0.5517,29,,0.109207368762817,0.0632749614549595,,,,,,,,,,,,,,,,,,,,,,,,
CL,Stable-Elevated,tier1_baseline,fly123,OLS,35,0.0211,-0.0085,0.1137,0.6571,0.6897,29,,-0.00517729073691323,0.0149176732015805,,,,,,,,,,,,,,,,,,,,,,,,
CL,Stable-Elevated,tier1_baseline,fly136,OLS,35,0.0811,0.0533,0.1892,0.6,0.5862,29,,-0.0576525503484053,0.050203119234519,,,,,,,,,,,,,,,,,,,,,,,,
CL,Stable-Elevated,tier2_physical,m1m2,Ridge,35,0.0253,-0.062,0.2307,0.6857,0.6552,29,0,0.00968496992715819,0.00412344863017212,0,0,0,0.0119516015466404,0,0,,,,,,,,,,,,,,,,,,
CL,Stable-Elevated,tier2_physical,m2m3,Ridge,35,4e-04,-0.0698,0.2436,0.6571,0.6207,29,0,0.0181382386996716,0.000147855022449501,0,0,0,0.000331569868176643,0,0,,,,,,,,,,,,,,,,,,
CL,Stable-Elevated,tier2_physical,m1m6,Ridge,35,4e-04,-0.0804,0.8826,0.6571,0.6207,29,0,0.117180498606855,0.00042558124395211,0,0,0,0.001202855371036,0,0,,,,,,,,,,,,,,,,,,
CL,Stable-Elevated,tier2_physical,fly123,Ridge,35,7e-04,-0.1195,0.1149,0.4857,0.4828,29,0,-0.00323935939491162,5.14924863805785e-05,0,0,0,0.000157317074297927,0,0,,,,,,,,,,,,,,,,,,
CL,Stable-Elevated,tier2_physical,fly136,Ridge,35,0.0013,-0.0352,0.1973,0.6,0.5862,29,0,-0.0510322976801168,0.000148854023206611,0,0,0,0.000296634942103455,0,0,,,,,,,,,,,,,,,,,,
CL,Stable-Elevated,tier2_freight,m1m2,Ridge,35,0.0011,-0.0975,0.2335,0.6571,0.6207,29,0,0.0149194617487666,0.00012393008247238,0,0,,0.000319607892641088,0,,7.15091450357423e-05,1.23763521432162e-05,7.54283519403562e-05,,,,,,,,,,,,,,,
CL,Stable-Elevated,tier2_freight,m2m3,Ridge,35,0.001,-0.0319,0.2435,0.6571,0.6207,29,0,0.018022722504311,0.000136463956162158,0,0,,0.000306411614995721,0,,0.000133207553851271,0.000105598417071691,0.000161969152816403,,,,,,,,,,,,,,,
CL,Stable-Elevated,tier2_freight,m1m6,Ridge,35,0.0012,-0.0562,0.8823,0.6571,0.6207,29,0,0.116583527900459,0.000458774616951115,0,0,,0.00130104984145971,0,,0.000586704186023563,0.000419490391183907,0.000705807783585566,,,,,,,,,,,,,,,
CL,Stable-Elevated,tier2_freight,fly123,Ridge,35,9e-04,-0.0593,0.1149,0.4857,0.4828,29,0,-0.00323071145458347,5.15300099045973e-05,0,0,,0.000157352688786379,0,,9.49722552813413e-07,-4.36012688286307e-05,-1.0310347887966e-05,,,,,,,,,,,,,,,
CL,Stable-Elevated,tier2_freight,fly136,Ridge,35,0.0014,-0.0486,0.1973,0.6,0.5862,29,0,-0.0510237152665036,0.000148890831551111,0,0,,0.000296668081906064,0,,4.60282408342956e-06,-5.40608029802816e-05,-1.09815294446308e-05,,,,,,,,,,,,,,,
CL,Stable-Elevated,tier3_full,m1m2,Ridge,35,0.0124,-0.0694,0.2322,0.6571,0.6207,29,0,0.0151482118631468,0.000420503619327504,0,0,0,0.00112591439415271,0,0,0.00024979641734015,3.31813396514909e-05,0.000263837840077755,0,0,0,0.000203752149346646,0,0.000287392524763756,-0.000280786062774717,0,-0.000737510481250984,0.000694654226252199,-0.000680832756226145,0.000176297952917942,0.000820058799985965,-0.000336650232202161,-3.54270414631933e-05
CL,Stable-Elevated,tier3_full,m2m3,Ridge,35,0.0016,-0.0942,0.2435,0.6571,0.6207,29,0,0.0182953444267683,5.28639940467749e-05,0,0,0,0.000118852007343053,0,0,5.19323592129623e-05,4.12297164416347e-05,6.31811909203142e-05,0,0,0,6.9215360071743e-05,0,5.48903200014555e-05,-5.14509300423501e-05,0,-9.63145636068623e-05,8.93711352747366e-05,-0.000102229891995809,3.44641152485553e-05,0.000120779337902417,-2.09803255393176e-05,5.39000297375661e-05
CL,Stable-Elevated,tier3_full,m1m6,Ridge,35,0.0016,-0.0501,0.8821,0.6571,0.6207,29,0,0.117793129393513,0.000171154757206056,0,0,0,0.0004856427992635,0,0,0.000220097968266135,0.000157713281075722,0.000264910771477023,0,0,0,0.000270325855718309,0,0.000203087603177905,-0.000186396851079899,0,-0.000277961232012082,0.000264068263972351,-0.000706162055306536,0.000168696356399112,0.000416957678446052,-7.66710233414837e-05,0.000245583805681611
CL,Stable-Elevated,tier3_full,fly123,Ridge,35,0.002,-0.0116,0.1148,0.4857,0.4828,29,0,-0.0031716179191382,4.7427441711847e-05,0,0,0,0.000146107908873037,0,0,8.72753385146973e-07,-4.06597866326953e-05,-9.61105529337338e-06,0,0,0,-3.21193559178922e-05,0,5.97826016408844e-06,-7.92349189572511e-06,0,-8.32574775090321e-05,8.04767080600443e-05,-4.16428690971531e-05,6.53027213698952e-06,6.77944676308605e-05,-6.17727220563201e-05,-8.32648120404508e-05
CL,Stable-Elevated,tier3_full,fly136,Ridge,35,0.0603,-0.0537,0.1914,0.6,0.5862,29,0,-0.0517276625753176,0.00178519455462739,0,0,0,0.00391112669681655,0,0,3.23977969288924e-05,-0.000841894374092004,-0.000193352915091551,0,0,0,-0.00047583840300004,0,0.000688532420425794,-0.000695909836271236,0,-0.00351643844144864,0.00325006244469955,0.00286188310091352,-0.000420976636579778,0.00292849499565722,-0.00174189589987173,-0.00202381073164063
CL,ALL_REGIMES,tier1_baseline,m1m2,OLS,206,3e-04,-0.0046,0.2502,0.5,0.4921,189,,0.00352191159468185,-0.00400672517293972,,,,,,,,,,,,,,,,,,,,,,,,
CL,ALL_REGIMES,tier1_baseline,m2m3,OLS,206,0.0019,-0.003,0.2189,0.5534,0.5344,189,,0.0190602575956905,-0.00834957346869221,,,,,,,,,,,,,,,,,,,,,,,,
CL,ALL_REGIMES,tier1_baseline,m1m6,OLS,206,6e-04,-0.0043,0.9991,0.5728,0.5661,189,,0.0948019489990246,-0.0211381551146977,,,,,,,,,,,,,,,,,,,,,,,,
CL,ALL_REGIMES,tier1_baseline,fly123,OLS,206,8e-04,-0.0041,0.1702,0.5485,0.5556,189,,-0.0155383460010086,0.00434284829575249,,,,,,,,,,,,,,,,,,,,,,,,
CL,ALL_REGIMES,tier1_baseline,fly136,OLS,206,1e-04,-0.0048,0.5244,0.5777,0.582,189,,-0.0496376106182801,-0.00357444216856616,,,,,,,,,,,,,,,,,,,,,,,,
CL,ALL_REGIMES,tier2_physical,m1m2,OLS,206,,,,,,189,,0.00396601345291859,-0.0123268445170919,,,,0.0203475273106511,,,,,,,,,,,,,,,,,,,,
CL,ALL_REGIMES,tier2_physical,m2m3,OLS,206,,,,,,189,,0.0193714017061808,-0.0141787680205638,,,,0.0142557685096993,,,,,,,,,,,,,,,,,,,,
CL,ALL_REGIMES,tier2_physical,m1m6,OLS,206,,,,,,189,,0.0948252004646129,-0.0215737645701243,,,,0.00106531828744753,,,,,,,,,,,,,,,,,,,,
CL,ALL_REGIMES,tier2_physical,fly123,OLS,206,,,,,,189,,-0.0154053882532622,0.00185192350347181,,,,0.00609175880095185,,,,,,,,,,,,,,,,,,,,
CL,ALL_REGIMES,tier2_physical,fly136,OLS,206,,,,,,189,,-0.0481503701464142,-0.031437460505187,,,,0.0681412733532532,,,,,,,,,,,,,,,,,,,,
CL,ALL_REGIMES,tier2_freight,m1m2,OLS,206,,,,,,189,,0.00792577293328123,-0.0168348945633909,,,,0.0247763659047442,,,0.00704774050792722,0.0636141575335145,-0.0222342542130449,,,,,,,,,,,,,,,
CL,ALL_REGIMES,tier2_freight,m2m3,OLS,206,,,,,,189,,0.0191681653935982,-0.01347383843493,,,,0.0137875903014584,,,0.00465042128187956,-0.00377017644151592,0.0093629800792254,,,,,,,,,,,,,,,
CL,ALL_REGIMES,tier2_freight,m1m6,OLS,206,,,,,,189,,0.101795957572094,-0.0283203480576061,,,,0.00818180826482376,,,0.0192862952628026,0.114496660045972,-0.018910820991321,,,,,,,,,,,,,,,
CL,ALL_REGIMES,tier2_freight,fly123,OLS,206,,,,,,189,,-0.011242392460317,-0.00336105612846092,,,,0.0109887756032858,,,0.00239731922604767,0.0673843339750305,-0.0315972342922703,,,,,,,,,,,,,,,
CL,ALL_REGIMES,tier2_freight,fly136,OLS,206,,,,,,189,,-0.047608080918335,-0.0322971179390357,,,,0.0689461041475815,,,0.00411002831681097,0.0051913021380255,-0.00683172727631813,,,,,,,,,,,,,,,
CL,ALL_REGIMES,tier3_full,m1m2,Lasso,206,0,-0.0104,0.2502,0.5,0.4921,189,1,0.00350189951445394,0,0,0,0,0,0,0,0,2.04043801433382e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,ALL_REGIMES,tier3_full,m2m3,Lasso,206,0,-0.0266,0.2191,0.568,0.5503,189,1,0.0190185546270784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,ALL_REGIMES,tier3_full,m1m6,Lasso,206,0,-0.0125,0.9994,0.5728,0.5661,189,1,0.0946963718910956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,ALL_REGIMES,tier3_full,fly123,Lasso,206,0,-0.159,0.1703,0.5485,0.5556,189,1,-0.0155166551126244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,ALL_REGIMES,tier3_full,fly136,Lasso,206,0,-0.0272,0.5244,0.5777,0.582,189,1,-0.049655463608031,0,0,0,0,1.47947767299083e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCO,Warm-Up,tier2_physical,m1m2,Ridge,29,7e-04,-0.038,0.204,0.4828,0.4643,28,0,0.0249000040429292,-0.000184415828323216,0,0,0,-0.000292684239378192,0,0,,,,,,,,,,,,,,,,,,
LCO,Warm-Up,tier2_physical,m2m3,Ridge,29,0.1415,0.0128,0.0764,0.5862,0.5714,28,0,-0.0116997316730247,0.00334214490472952,0,0,0,-0.0310551780333411,0,0,,,,,,,,,,,,,,,,,,
LCO,Warm-Up,tier2_physical,m1m6,Ridge,29,0.148,-0.0167,0.3804,0.7241,0.7143,28,0,-0.09584079769225,0.00229608717782738,0,0,0,-0.177908228064224,0,0,,,,,,,,,,,,,,,,,,
LCO,Warm-Up,tier2_physical,fly123,Ridge,29,5e-04,-0.0715,0.1881,0.4828,0.5,28,0,0.0100408551244495,-0.000186835093872634,0,0,0,-1.59407182880408e-05,0,0,,,,,,,,,,,,,,,,,,
LCO,Warm-Up,tier2_physical,fly136,Ridge,29,0.1503,0.0066,0.1658,0.7241,0.7143,28,0,0.0387782138347489,-0.0506740120110962,0,0,0,0.0501539578194122,0,0,,,,,,,,,,,,,,,,,,
LCO,Warm-Up,tier2_freight,m1m2,Ridge,29,0.0403,-0.1541,0.1999,0.5517,0.5357,28,0,0.000907573251794924,-0.0129705137803445,0,0,,-0.0204207109439776,0,,0,0,0,,,,,,,,,,,,,,,
LCO,Warm-Up,tier2_freight,m2m3,Ridge,29,0.1593,0.0719,0.0756,0.6207,0.6071,28,0,-0.0207575227588492,0.00497434965527224,0,0,,-0.0417915999592282,0,,0,0,0,,,,,,,,,,,,,,,
LCO,Warm-Up,tier2_freight,m1m6,Ridge,29,0.0883,-0.16,0.3936,0.6897,0.6786,28,0,-0.00776646476700102,-0.000732163983424539,0,0,,-0.0797497645344407,0,,0,0,0,,,,,,,,,,,,,,,
LCO,Warm-Up,tier2_freight,fly123,Ridge,29,9e-04,-0.0135,0.1881,0.4828,0.5,28,0,0.00996907324698838,-0.000325195308757245,0,0,,-2.75352419243945e-05,0,,0,0,0,,,,,,,,,,,,,,,
LCO,Warm-Up,tier2_freight,fly136,Ridge,29,0.149,0.0282,0.166,0.7586,0.75,28,0,0.0369607595098744,-0.0473516502046839,0,0,,0.0465449591886961,0,,0,0,0,,,,,,,,,,,,,,,
LCO,Warm-Up,tier3_full,m1m2,Ridge,29,0.006,-0.1223,0.2034,0.4828,0.4643,28,0,0.0243411330895355,-0.000224145800400432,0,0,0,-0.000366503638480841,0,0,0,0,0,0,0,0,0,0,4.90239657376397e-05,6.42403840197401e-05,0,0.000685361951280342,-0.000878209357713359,-0.000501407152683678,-8.22977065286662e-05,-0.000472918998286741,-0.000746904130237403,-0.000144744746585354
