date,M1M2,bp_regime,kf_z,kf_regime,ms_state,ms_regime,ms_prob_back,arima_z,arima_regime,n_models_back,consensus_regime
2021-01-30,-0.0799999999999983,flat,-0.201687946103256,flat,3,contango,1.83209249648518e-06,,,0,contango_flat
2021-02-01,0.136355421686751,flat,0.0520883692060431,flat,3,contango,2.06162322256308e-06,,,0,contango_flat
2021-02-02,0.145867446393765,flat,0.0320975626722471,flat,3,contango,2.16545922391499e-06,,,0,contango_flat
2021-02-03,0.144096638655455,flat,0.00890811109115015,flat,3,contango,2.17826591420897e-06,,,0,contango_flat
2021-02-04,0.165032558139529,flat,0.0216386997072416,flat,3,contango,2.38999122417403e-06,,,0,contango_flat
2021-02-05,0.1635015015015,flat,0.0110431505885789,flat,3,contango,2.42026988597025e-06,,,0,contango_flat
2021-02-06,0.19166666666667,flat,0.0471809293369792,flat,3,contango,2.74014372059597e-06,,,0,contango_flat
2021-02-08,0.15649790635706,flat,0.0120203662434391,flat,3,contango,2.30966544425047e-06,,,0,contango_flat
2021-02-09,0.135588235294122,flat,0.00199404636700013,flat,3,contango,2.07766071145288e-06,,,0,contango_flat
2021-02-10,0.117009803921569,flat,-0.00391147946818203,flat,3,contango,1.92841685882397e-06,,,0,contango_flat
2021-02-11,0.11536111111112,flat,0.0127314420915897,flat,3,contango,1.89964824096312e-06,,,0,contango_flat
2021-02-12,0.0980476190476338,flat,0.012165590069312,flat,3,contango,1.79659725263688e-06,,,0,contango_flat
2021-02-13,0.0766666666666609,flat,0.0106850497073482,flat,3,contango,1.69547999994164e-06,,,0,contango_flat
2021-02-15,0.0399999999999991,flat,-0.00828504731454186,flat,3,contango,1.59874583373473e-06,,,0,contango_flat
2021-02-16,-0.0245134575569423,flat,-0.0702475771739265,flat,3,contango,1.60185760608907e-06,,,0,contango_flat
2021-02-17,-0.0348412698412801,flat,-0.08319605621948,flat,3,contango,1.6374431321843e-06,,,0,contango_flat
2021-02-18,-0.0127949709864552,flat,-0.0833958693114259,flat,3,contango,1.94027835922354e-06,,,0,contango_flat
2021-02-19,-0.034015151515149,flat,-0.178681356367138,flat,3,contango,7.87189318361803e-06,,,0,contango_flat
2021-02-20,0.516249999999992,flat,0.468476229335548,flat,3,contango,7.73352828121114e-05,,,0,contango_flat
2021-02-22,-0.0406501547987617,flat,-0.273677853121195,flat,3,contango,7.37227811060883e-06,,,0,contango_flat
2021-02-23,0.234619047619042,flat,0.0598667012090286,flat,3,contango,4.46710316524852e-06,,,0,contango_flat
2021-02-24,0.215151515151518,flat,-0.00244487699114076,flat,3,contango,4.18642798747413e-06,,,0,contango_flat
2021-02-25,0.297274509803927,flat,0.0789842127052022,flat,3,contango,6.9605352011214e-06,,,0,contango_flat
2021-02-26,0.275955882352939,flat,0.0447356702885445,flat,3,contango,6.02962070114499e-06,,,0,contango_flat
2021-02-27,0.24499999999999,flat,0.0147018595077799,flat,3,contango,4.62539800316145e-06,,,0,contango_flat
2021-03-01,0.224783549783545,flat,0.00586389647745021,flat,3,contango,3.7685025455741e-06,,,0,contango_flat
2021-03-02,0.194685714285718,flat,-0.0146986289195013,flat,3,contango,3.03152875284717e-06,,,0,contango_flat
2021-03-03,0.192291666666662,flat,-0.00169121827344174,flat,3,contango,2.91273484209954e-06,,,0,contango_flat
2021-03-04,0.205419580419594,flat,0.0327497330125219,flat,3,contango,3.06404967713942e-06,,,0,contango_flat
2021-03-05,0.186744444444429,flat,0.0350214438717681,flat,3,contango,2.7088965956012e-06,,,0,contango_flat
2021-03-06,0.134285714285724,flat,0.00321370550199895,flat,3,contango,2.10370098304618e-06,,,0,contango_flat
2021-03-08,0.131,flat,0.0427446626166819,flat,3,contango,1.99788516134838e-06,,,0,contango_flat
2021-03-09,0.0129790660225382,flat,-0.0640260938651002,flat,3,contango,1.59602927562119e-06,,,0,contango_flat
