product,tier,spread_target,regime,estimator,n_events,r2_cv,r2_insample,rmse_bbl,hit_rate,hit_sig,n_sig,oos_hit_rate,oos_n,oos_rmse
HO,tier1_baseline,fly123,ALL_REGIMES,OLS,206,0.004,0.0088,2.5127,0.4709,0.4815,189,0.4444,9,3.6136
HO,tier1_baseline,fly123,Easing-Backwardation,OLS,35,-0.0278,0.0024,0.7385,0.4857,0.4643,28,1,1,0.9911
HO,tier1_baseline,fly123,Stable-Elevated,OLS,73,-0.0097,0.0043,0.5963,0.5479,0.5571,70,,,
HO,tier1_baseline,fly123,Warm-Up,OLS,51,0.054,0.0729,1.416,0.5294,0.5,48,,,
HO,tier2_freight,fly123,ALL_REGIMES,OLS,206,,,,,,189,0.6667,9,3.2734
HO,tier2_freight,fly123,Deep-Backwardation,Ridge,17,-0.0507,3e-04,6.9917,0.5294,0.5333,15,0.625,8,3.4525
HO,tier2_freight,fly123,Deep-Contango,Ridge,15,-0.2831,0.0015,0.1106,0.8,0.8462,13,,,
HO,tier2_freight,fly123,Easing-Backwardation,Ridge,35,-0.0431,6e-04,0.7392,0.5143,0.5,28,1,1,1.0376
HO,tier2_freight,fly123,Stable-Elevated,Lasso,73,-0.0622,0,0.5976,0.5479,0.5571,70,,,
HO,tier2_freight,fly123,Warm-Up,Lasso,51,-0.0318,0,1.4706,0.6078,0.5833,48,,,
HO,tier2_physical,fly123,ALL_REGIMES,OLS,206,,,,,,189,0.6667,9,3.3067
HO,tier2_physical,fly123,Deep-Backwardation,Ridge,17,-0.2032,1e-04,6.9926,0.5294,0.5333,15,0.625,8,3.488
HO,tier2_physical,fly123,Deep-Contango,Ridge,15,-0.3562,5e-04,0.1106,0.8,0.8462,13,,,
HO,tier2_physical,fly123,Easing-Backwardation,Ridge,35,-0.0914,2e-04,0.7394,0.5143,0.5,28,1,1,1.0369
HO,tier2_physical,fly123,Stable-Elevated,OLS,73,,,,,,70,,,
HO,tier2_physical,fly123,Warm-Up,Lasso,51,-0.0528,0,1.4706,0.6078,0.5833,48,,,
HO,tier3_full,fly123,ALL_REGIMES,Lasso,206,-0.0192,0,2.5239,0.4369,0.4392,189,0.6667,9,5.9196
HO,tier3_full,fly123,Deep-Backwardation,Ridge,17,-0.1315,0.219,6.18,0.5294,0.5333,15,0.625,8,6.2687
HO,tier3_full,fly123,Deep-Contango,Ridge,15,-0.1283,0.0025,0.1105,0.8,0.8462,13,,,
HO,tier3_full,fly123,Easing-Backwardation,Ridge,35,-0.0621,0.0036,0.7381,0.5143,0.5,28,1,1,0.9997
HO,tier3_full,fly123,Stable-Elevated,Lasso,73,-0.0434,0,0.5976,0.5479,0.5571,70,,,
HO,tier3_full,fly123,Warm-Up,Lasso,51,-0.0933,0,1.4706,0.6078,0.5833,48,,,
HO,tier1_baseline,fly136,ALL_REGIMES,OLS,206,-3e-04,0.0046,2.7919,0.4951,0.4974,189,0.4444,9,4.8351
HO,tier1_baseline,fly136,Easing-Backwardation,OLS,35,-0.0274,0.0028,1.2618,0.4286,0.4286,28,0,1,2.9365
HO,tier1_baseline,fly136,Stable-Elevated,OLS,73,0.0207,0.0343,0.8645,0.5753,0.5857,70,,,
HO,tier1_baseline,fly136,Warm-Up,OLS,51,0.0622,0.0809,1.6064,0.5882,0.6042,48,,,
HO,tier2_freight,fly136,ALL_REGIMES,OLS,206,,,,,,189,0.4444,9,5.8362
HO,tier2_freight,fly136,Deep-Backwardation,Ridge,17,-0.1271,0.0116,7.6369,0.5294,0.5333,15,0.5,8,6.107
HO,tier2_freight,fly136,Deep-Contango,Ridge,15,-0.1351,0.0034,0.2333,0.4,0.3846,13,,,
HO,tier2_freight,fly136,Easing-Backwardation,Ridge,35,-0.129,4e-04,1.2633,0.4571,0.4643,28,0,1,2.862
HO,tier2_freight,fly136,Stable-Elevated,Lasso,73,-0.0539,0.0161,0.8726,0.3973,0.4,70,,,
HO,tier2_freight,fly136,Warm-Up,Lasso,51,-0.1091,0,1.6756,0.5098,0.5208,48,,,
HO,tier2_physical,fly136,ALL_REGIMES,OLS,206,,,,,,189,0.3333,9,4.6438
HO,tier2_physical,fly136,Deep-Backwardation,Ridge,17,-0.1387,3e-04,7.6807,0.5294,0.5333,15,0.375,8,4.8213
HO,tier2_physical,fly136,Deep-Contango,Ridge,15,-0.0132,7e-04,0.2336,0.4,0.3846,13,,,
HO,tier2_physical,fly136,Easing-Backwardation,Ridge,35,-0.0262,0.0023,1.2621,0.4571,0.4643,28,0,1,2.8507
HO,tier2_physical,fly136,Stable-Elevated,OLS,73,,,,,,70,,,
HO,tier2_physical,fly136,Warm-Up,Lasso,51,-0.104,0,1.6756,0.5098,0.5208,48,,,
HO,tier3_full,fly136,ALL_REGIMES,Lasso,206,-0.0107,0.0078,2.7875,0.5,0.5026,189,0.3333,9,4.6567
HO,tier3_full,fly136,Deep-Backwardation,Ridge,17,-0.1461,0.0027,7.6713,0.5294,0.5333,15,0.375,8,4.8232
HO,tier3_full,fly136,Deep-Contango,Ridge,15,-0.1989,0.1854,0.2109,0.6667,0.6923,13,,,
HO,tier3_full,fly136,Easing-Backwardation,Ridge,35,-0.0857,0.0429,1.2362,0.5429,0.5714,28,0,1,3.0088
HO,tier3_full,fly136,Stable-Elevated,Lasso,73,-0.0725,0.1699,0.8015,0.5753,0.5714,70,,,
HO,tier3_full,fly136,Warm-Up,Lasso,51,-0.0346,0,1.6756,0.5098,0.5208,48,,,
HO,tier1_baseline,m1m2,ALL_REGIMES,OLS,206,0.0062,0.011,2.6047,0.5534,0.5503,189,0.3333,9,4.816
HO,tier1_baseline,m1m2,Easing-Backwardation,OLS,35,-0.0222,0.0079,0.646,0.5714,0.5714,28,0,1,0.9581
HO,tier1_baseline,m1m2,Stable-Elevated,OLS,73,0.0134,0.0271,0.6927,0.5753,0.5857,70,,,
HO,tier1_baseline,m1m2,Warm-Up,OLS,51,0.0095,0.0293,1.0425,0.5098,0.5,48,,,
HO,tier2_freight,m1m2,ALL_REGIMES,OLS,206,,,,,,189,0.5556,9,4.3158
HO,tier2_freight,m1m2,Deep-Backwardation,Ridge,17,-0.1521,3e-04,7.3741,0.5294,0.5333,15,0.625,8,4.5545
HO,tier2_freight,m1m2,Deep-Contango,Ridge,15,-0.2691,0.0016,0.1326,0.6,0.6923,13,,,
HO,tier2_freight,m1m2,Easing-Backwardation,Ridge,35,-0.0864,0.0514,0.6316,0.6571,0.6786,28,0,1,1.2984
HO,tier2_freight,m1m2,Stable-Elevated,Lasso,73,-0.0251,0,0.7022,0.5753,0.5857,70,,,
HO,tier2_freight,m1m2,Warm-Up,Lasso,51,-0.0255,0,1.0581,0.5294,0.5208,48,,,
HO,tier2_physical,m1m2,ALL_REGIMES,OLS,206,,,,,,189,0.6667,9,4.3002
HO,tier2_physical,m1m2,Deep-Backwardation,Ridge,17,-0.1239,1e-04,7.3748,0.5294,0.5333,15,0.625,8,4.5503
HO,tier2_physical,m1m2,Deep-Contango,Ridge,15,-0.002,4e-04,0.1326,0.6,0.6923,13,,,
HO,tier2_physical,m1m2,Easing-Backwardation,Ridge,35,-0.0981,7e-04,0.6483,0.4857,0.5,28,1,1,0.8845
HO,tier2_physical,m1m2,Stable-Elevated,OLS,73,,,,,,70,,,
HO,tier2_physical,m1m2,Warm-Up,Lasso,51,-0.1428,0.0125,1.0515,0.5294,0.5208,48,,,
HO,tier3_full,m1m2,ALL_REGIMES,Lasso,206,-0.0026,0.0488,2.5545,0.5728,0.582,189,0.5556,9,4.8214
HO,tier3_full,m1m2,Deep-Backwardation,Ridge,17,-0.0698,0.2086,6.561,0.5294,0.5333,15,0.625,8,5.1028
HO,tier3_full,m1m2,Deep-Contango,Ridge,15,0.0081,0.2054,0.1183,0.7333,0.8462,13,,,
HO,tier3_full,m1m2,Easing-Backwardation,Ridge,35,-0.0169,0.0393,0.6356,0.6571,0.6786,28,0,1,0.952
HO,tier3_full,m1m2,Stable-Elevated,Lasso,73,-0.0361,0,0.7022,0.5753,0.5857,70,,,
HO,tier3_full,m1m2,Warm-Up,Lasso,51,-0.0426,0,1.0581,0.5294,0.5208,48,,,
HO,tier1_baseline,m1m6,ALL_REGIMES,OLS,206,0.0113,0.0161,3.3986,0.5922,0.5926,189,0.4444,9,9.2921
HO,tier1_baseline,m1m6,Easing-Backwardation,OLS,35,-0.0095,0.0202,1.6464,0.5429,0.5357,28,1,1,1.0864
HO,tier1_baseline,m1m6,Stable-Elevated,OLS,73,0.0065,0.0203,1.5381,0.5342,0.5429,70,,,
HO,tier1_baseline,m1m6,Warm-Up,OLS,51,0.0152,0.0349,2.1375,0.451,0.4583,48,,,
HO,tier2_freight,m1m6,ALL_REGIMES,OLS,206,,,,,,189,0.6667,9,8.4911
HO,tier2_freight,m1m6,Deep-Backwardation,Ridge,17,-0.156,4e-04,8.7422,0.6471,0.6667,15,0.625,8,9.0017
HO,tier2_freight,m1m6,Deep-Contango,Ridge,15,-0.4014,0.0576,0.4368,0.6,0.6154,13,,,
HO,tier2_freight,m1m6,Easing-Backwardation,Ridge,35,-0.0459,0.0249,1.6424,0.6,0.6071,28,1,1,0.8047
HO,tier2_freight,m1m6,Stable-Elevated,Lasso,73,-0.1543,0,1.5539,0.4384,0.4429,70,,,
HO,tier2_freight,m1m6,Warm-Up,Lasso,51,-0.0359,0.0235,2.1502,0.4314,0.4375,48,,,
HO,tier2_physical,m1m6,ALL_REGIMES,OLS,206,,,,,,189,0.5556,9,8.4812
HO,tier2_physical,m1m6,Deep-Backwardation,Ridge,17,-0.1581,1e-04,8.7434,0.6471,0.6667,15,0.625,8,8.9823
HO,tier2_physical,m1m6,Deep-Contango,Ridge,15,-0.0166,6e-04,0.4498,0.6,0.6154,13,,,
HO,tier2_physical,m1m6,Easing-Backwardation,Ridge,35,-0.0032,0.001,1.6624,0.5714,0.6071,28,0,1,1.3863
HO,tier2_physical,m1m6,Stable-Elevated,OLS,73,,,,,,70,,,
HO,tier2_physical,m1m6,Warm-Up,Lasso,51,-0.0294,0,2.1758,0.4314,0.4375,48,,,
HO,tier3_full,m1m6,ALL_REGIMES,Lasso,206,-0.0123,0,3.4264,0.5097,0.5079,189,0.6667,9,8.4518
HO,tier3_full,m1m6,Deep-Backwardation,Ridge,17,-0.1814,0.0026,8.7326,0.6471,0.6667,15,0.625,8,8.9629
HO,tier3_full,m1m6,Deep-Contango,Ridge,15,-0.5131,0.0046,0.4489,0.6,0.6154,13,,,
HO,tier3_full,m1m6,Easing-Backwardation,Ridge,35,0.0016,0.0588,1.6136,0.6,0.6071,28,1,1,0.4759
HO,tier3_full,m1m6,Stable-Elevated,Lasso,73,-0.0721,0,1.5539,0.4384,0.4429,70,,,
HO,tier3_full,m1m6,Warm-Up,Lasso,51,-0.0037,0.1148,2.0471,0.3922,0.3958,48,,,
HO,tier1_baseline,m2m3,ALL_REGIMES,OLS,206,-0.0024,0.0025,0.7515,0.5146,0.5185,189,0.6667,9,2.2107
HO,tier1_baseline,m2m3,Easing-Backwardation,OLS,35,-0.0031,0.0264,0.5714,0.6,0.5357,28,1,1,0.033
HO,tier1_baseline,m2m3,Stable-Elevated,OLS,73,0.0245,0.0381,0.3844,0.589,0.6,70,,,
HO,tier1_baseline,m2m3,Warm-Up,OLS,51,0.0407,0.0599,0.8563,0.4314,0.4375,48,,,
HO,tier2_freight,m2m3,ALL_REGIMES,OLS,206,,,,,,189,0.4444,9,2.5072
HO,tier2_freight,m2m3,Deep-Backwardation,Ridge,17,-0.1177,0.0272,1.6462,0.6471,0.6667,15,0.375,8,2.6592
HO,tier2_freight,m2m3,Deep-Contango,Ridge,15,-0.0407,0.0017,0.1522,0.3333,0.3077,13,,,
HO,tier2_freight,m2m3,Easing-Backwardation,Ridge,35,-0.0142,0.0273,0.5712,0.5143,0.5357,28,1,1,0.0691
HO,tier2_freight,m2m3,Stable-Elevated,Lasso,73,0.0013,0.0295,0.3861,0.5205,0.5286,70,,,
HO,tier2_freight,m2m3,Warm-Up,Lasso,51,-0.0596,0,0.8831,0.5098,0.5208,48,,,
HO,tier2_physical,m2m3,ALL_REGIMES,OLS,206,,,,,,189,0.6667,9,2.1388
HO,tier2_physical,m2m3,Deep-Backwardation,Ridge,17,-0.0973,0.0695,1.61,0.5882,0.6,15,0.625,8,2.2679
HO,tier2_physical,m2m3,Deep-Contango,Ridge,15,-0.2393,3e-04,0.1523,0.3333,0.3077,13,,,
HO,tier2_physical,m2m3,Easing-Backwardation,Ridge,35,-0.0654,0.0035,0.5781,0.4286,0.3929,28,1,1,0.1487
HO,tier2_physical,m2m3,Stable-Elevated,OLS,73,,,,,,70,,,
HO,tier2_physical,m2m3,Warm-Up,Lasso,51,-0.0611,0,0.8831,0.5098,0.5208,48,,,
HO,tier3_full,m2m3,ALL_REGIMES,Lasso,206,0.0025,0.0189,0.7453,0.5194,0.5238,189,0.6667,9,2.9299
HO,tier3_full,m2m3,Deep-Backwardation,Ridge,17,-0.0309,0.0031,1.6664,0.6471,0.6667,15,0.625,8,2.2695
HO,tier3_full,m2m3,Deep-Contango,Ridge,15,-0.3672,0.0044,0.1519,0.3333,0.3077,13,,,
HO,tier3_full,m2m3,Easing-Backwardation,Ridge,35,0.1803,0.4352,0.4353,0.7143,0.6786,28,1,1,6.0044
HO,tier3_full,m2m3,Stable-Elevated,Lasso,73,-0.0751,0,0.392,0.5205,0.5286,70,,,
HO,tier3_full,m2m3,Warm-Up,Lasso,51,-0.0291,0,0.8831,0.5098,0.5208,48,,,
LCO,tier1_baseline,fly123,ALL_REGIMES,OLS,206,0.0251,0.0299,0.301,0.5388,0.5608,189,0.6,10,0.3178
LCO,tier1_baseline,fly123,Deep-Backwardation,OLS,56,-0.0153,0.0031,0.3132,0.5536,0.5962,52,0.6667,9,0.3233
LCO,tier1_baseline,fly123,Easing-Backwardation,OLS,50,-8e-04,0.0196,0.3401,0.44,0.4565,46,0,1,0.2632
LCO,tier1_baseline,fly123,Stable-Elevated,OLS,35,0.1275,0.1532,0.3392,0.4857,0.5172,29,,,
LCO,tier2_freight,fly123,ALL_REGIMES,OLS,206,,,,,,189,0.7,10,0.2956
LCO,tier2_freight,fly123,Deep-Backwardation,Lasso,56,-0.1213,0,0.3137,0.5536,0.5962,52,0.6667,9,0.3066
LCO,tier2_freight,fly123,Easing-Backwardation,Lasso,50,-0.0288,0.007,0.3423,0.52,0.5435,46,1,1,0.1675
LCO,tier2_freight,fly123,Stable-Elevated,Ridge,35,-0.0978,0.0668,0.356,0.5429,0.5862,29,,,
LCO,tier2_freight,fly123,Warm-Up,Ridge,29,-0.0135,9e-04,0.1881,0.4828,0.5,28,,,
LCO,tier2_physical,fly123,ALL_REGIMES,OLS,206,,,,,,189,0.7,10,0.2961
LCO,tier2_physical,fly123,Deep-Backwardation,Lasso,56,-0.0283,0,0.3137,0.5536,0.5962,52,0.6667,9,0.3066
LCO,tier2_physical,fly123,Easing-Backwardation,Lasso,50,-0.0156,0.0474,0.3353,0.6,0.6304,46,1,1,0.176
LCO,tier2_physical,fly123,Stable-Elevated,Ridge,35,-0.0233,0.0816,0.3532,0.5429,0.5862,29,,,
LCO,tier2_physical,fly123,Warm-Up,Ridge,29,-0.0715,5e-04,0.1881,0.4828,0.5,28,,,
LCO,tier3_full,fly123,ALL_REGIMES,Lasso,206,0.0035,0.0638,0.2957,0.5485,0.5608,189,0.7,10,0.297
LCO,tier3_full,fly123,Deep-Backwardation,Lasso,56,-0.0401,0,0.3137,0.5536,0.5962,52,0.6667,9,0.3066
LCO,tier3_full,fly123,Easing-Backwardation,Lasso,50,-0.0037,0.0998,0.3259,0.5,0.5,46,1,1,0.1901
LCO,tier3_full,fly123,Stable-Elevated,Ridge,35,-0.1183,0.0597,0.3574,0.5429,0.5862,29,,,
