product,tier,spread,estimator,feature,weight,metric
LCO,sfm_t2_eia_full,m1m6,OLS,surprise_z,0.226563,OLS
LCO,sfm_t2_eia_full,m1m6,OLS,cushing_stocks_chg_z,,OLS
LCO,sfm_t2_eia_full,m1m6,OLS,gasoline_stocks_chg_z,,OLS
LCO,sfm_t2_eia_full,m1m6,OLS,distillate_stocks_chg_z,,OLS
LCO,sfm_t2_eia_full,m1m6,OLS,crude_prod_chg_z,,OLS
LCO,sfm_t2_eia_full,m1m6,OLS,crude_net_exports_z,0.009043,OLS
LCO,sfm_t2_eia_full,fly123,OLS,(Intercept),0.013822,OLS
LCO,sfm_t2_eia_full,fly123,OLS,surprise_z,0.030892,OLS
LCO,sfm_t2_eia_full,fly123,OLS,cushing_stocks_chg_z,,OLS
LCO,sfm_t2_eia_full,fly123,OLS,gasoline_stocks_chg_z,,OLS
LCO,sfm_t2_eia_full,fly123,OLS,distillate_stocks_chg_z,,OLS
LCO,sfm_t2_eia_full,fly123,OLS,crude_prod_chg_z,,OLS
LCO,sfm_t2_eia_full,fly123,OLS,crude_net_exports_z,-0.011526,OLS
LCO,sfm_t3_structural,m1m2,Lasso,(Intercept),0.053142,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,crude_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,cushing_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,cftc_net_mm_zscore,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,cftc_mm_net_chg_z,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,td3c_z52,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,td3c_wow_ws_z,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,bdi_z52,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,dxy_z,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,dxy_4wk_chg_z,0.048592,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,sofr_z,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,opec_prod_z,0.008523,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,rig_chg_wow_z,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,refinery_util_dev,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,hdd_dev_5yr_z,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,cdd_us_ne,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,gasoil_crack_dev_z,-0.141645,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,sin_ann,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,cos_ann,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,driving_season,0.013668,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,heating_season,0,alpha=1
LCO,sfm_t3_structural,m1m2,Lasso,turnaround_season,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,(Intercept),0.054413,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,crude_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,cushing_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,cftc_net_mm_zscore,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,cftc_mm_net_chg_z,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,td3c_z52,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,td3c_wow_ws_z,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,bdi_z52,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,dxy_z,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,dxy_4wk_chg_z,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,sofr_z,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,opec_prod_z,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,rig_chg_wow_z,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,refinery_util_dev,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,hdd_dev_5yr_z,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,cdd_us_ne,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,gasoil_crack_dev_z,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,sin_ann,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,cos_ann,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,driving_season,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,heating_season,0,alpha=1
LCO,sfm_t3_structural,m2m3,Lasso,turnaround_season,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,(Intercept),0.198285,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,crude_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,cushing_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,cftc_net_mm_zscore,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,cftc_mm_net_chg_z,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,td3c_z52,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,td3c_wow_ws_z,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,bdi_z52,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,dxy_z,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,dxy_4wk_chg_z,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,sofr_z,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,opec_prod_z,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,rig_chg_wow_z,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,refinery_util_dev,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,hdd_dev_5yr_z,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,cdd_us_ne,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,gasoil_crack_dev_z,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,sin_ann,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,cos_ann,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,driving_season,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,heating_season,0,alpha=1
LCO,sfm_t3_structural,m1m6,Lasso,turnaround_season,0,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,(Intercept),0.002159,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,crude_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,cushing_stocks_5yr_dev_z,0.007533,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,cftc_net_mm_zscore,0,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,cftc_mm_net_chg_z,0,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,td3c_z52,0,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,td3c_wow_ws_z,0.025313,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,bdi_z52,0,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,dxy_z,0,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,dxy_4wk_chg_z,0.03897,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,sofr_z,-0.001133,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,opec_prod_z,0,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,rig_chg_wow_z,0,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,refinery_util_dev,0,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,hdd_dev_5yr_z,0.015727,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,cdd_us_ne,0.006631,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,gasoil_crack_dev_z,-0.020759,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,sin_ann,-0.001017,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,cos_ann,0,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,driving_season,0,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,heating_season,0,alpha=1
LCO,sfm_t3_structural,fly123,Lasso,turnaround_season,-0.03321,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,(Intercept),0.032947,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,surprise_z,0.011924,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,cushing_stocks_chg_z,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,gasoline_stocks_chg_z,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,distillate_stocks_chg_z,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,crude_prod_chg_z,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,crude_net_exports_z,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,crude_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,cushing_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,cftc_net_mm_zscore,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,cftc_mm_net_chg_z,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,td3c_z52,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,td3c_wow_ws_z,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,bdi_z52,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,dxy_z,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,dxy_4wk_chg_z,0.048784,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,sofr_z,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,opec_prod_z,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,rig_chg_wow_z,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,refinery_util_dev,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,hdd_dev_5yr_z,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,cdd_us_ne,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,gasoil_crack_dev_z,-0.10745,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,sin_ann,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,cos_ann,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,driving_season,0.037703,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,heating_season,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,turnaround_season,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,sx_cushing,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,sx_td3c,0.059828,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,sx_cftc,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,sx_5yr_dev,0,alpha=1
LCO,sfm_t4_combined,m1m2,Lasso,sx_util,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,(Intercept),0.054413,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,surprise_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,cushing_stocks_chg_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,gasoline_stocks_chg_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,distillate_stocks_chg_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,crude_prod_chg_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,crude_net_exports_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,crude_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,cushing_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,cftc_net_mm_zscore,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,cftc_mm_net_chg_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,td3c_z52,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,td3c_wow_ws_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,bdi_z52,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,dxy_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,dxy_4wk_chg_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,sofr_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,opec_prod_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,rig_chg_wow_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,refinery_util_dev,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,hdd_dev_5yr_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,cdd_us_ne,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,gasoil_crack_dev_z,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,sin_ann,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,cos_ann,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,driving_season,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,heating_season,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,turnaround_season,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,sx_cushing,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,sx_td3c,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,sx_cftc,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,sx_5yr_dev,0,alpha=1
LCO,sfm_t4_combined,m2m3,Lasso,sx_util,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,(Intercept),0.166849,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,surprise_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,cushing_stocks_chg_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,gasoline_stocks_chg_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,distillate_stocks_chg_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,crude_prod_chg_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,crude_net_exports_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,crude_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,cushing_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,cftc_net_mm_zscore,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,cftc_mm_net_chg_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,td3c_z52,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,td3c_wow_ws_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,bdi_z52,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,dxy_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,dxy_4wk_chg_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,sofr_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,opec_prod_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,rig_chg_wow_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,refinery_util_dev,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,hdd_dev_5yr_z,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,cdd_us_ne,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,gasoil_crack_dev_z,-0.095954,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,sin_ann,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,cos_ann,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,driving_season,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,heating_season,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,turnaround_season,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,sx_cushing,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,sx_td3c,0.115777,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,sx_cftc,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,sx_5yr_dev,0,alpha=1
LCO,sfm_t4_combined,m1m6,Lasso,sx_util,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,(Intercept),-0.00425,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,surprise_z,0.002612,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,cushing_stocks_chg_z,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,gasoline_stocks_chg_z,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,distillate_stocks_chg_z,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,crude_prod_chg_z,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,crude_net_exports_z,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,crude_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,cushing_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,cftc_net_mm_zscore,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,cftc_mm_net_chg_z,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,td3c_z52,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,td3c_wow_ws_z,0.007548,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,bdi_z52,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,dxy_z,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,dxy_4wk_chg_z,0.021062,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,sofr_z,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,opec_prod_z,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,rig_chg_wow_z,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,refinery_util_dev,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,hdd_dev_5yr_z,0.00389,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,cdd_us_ne,0.004971,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,gasoil_crack_dev_z,-0.007131,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,sin_ann,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,cos_ann,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,driving_season,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,heating_season,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,turnaround_season,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,sx_cushing,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,sx_td3c,0.006657,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,sx_cftc,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,sx_5yr_dev,0,alpha=1
LCO,sfm_t4_combined,fly123,Lasso,sx_util,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,(Intercept),0.053659,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,surprise_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,cushing_stocks_chg_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,gasoline_stocks_chg_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,distillate_stocks_chg_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,crude_prod_chg_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,crude_net_exports_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,total_petrol_surprise_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,abs_surprise_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,eia_streak_4w,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,crude_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,cushing_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,gasoline_5yr_dev_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,distillate_5yr_dev_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,days_fwd_cover_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,cftc_net_mm_zscore,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,cftc_mm_net_chg_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,td3c_z52,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,td3c_wow_ws_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,bdi_z52,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,dxy_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,dxy_4wk_chg_z,0.016033,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,sofr_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,china_imports_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,opec_prod_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,rig_chg_wow_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,refinery_util_dev,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,hdd_dev_5yr_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,cdd_us_ne,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,ho_crack_dev_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,gasoil_crack_dev_z,-0.077071,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,m1m2_mom_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,sin_ann,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,cos_ann,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,driving_season,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,heating_season,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,turnaround_season,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,sx_cushing,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,sx_td3c,0.04553,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,sx_cftc,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,sx_5yr_dev,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,sx_util,0,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,sx_streak,0.012392,alpha=1
LCO,sfm_t5_enhanced,m1m2,Lasso,sx_abs,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,(Intercept),0.049487,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,surprise_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,cushing_stocks_chg_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,gasoline_stocks_chg_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,distillate_stocks_chg_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,crude_prod_chg_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,crude_net_exports_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,total_petrol_surprise_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,abs_surprise_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,eia_streak_4w,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,crude_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,cushing_stocks_5yr_dev_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,gasoline_5yr_dev_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,distillate_5yr_dev_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,days_fwd_cover_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,cftc_net_mm_zscore,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,cftc_mm_net_chg_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,td3c_z52,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,td3c_wow_ws_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,bdi_z52,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,dxy_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,dxy_4wk_chg_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,sofr_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,china_imports_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,opec_prod_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,rig_chg_wow_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,refinery_util_dev,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,hdd_dev_5yr_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,cdd_us_ne,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,ho_crack_dev_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,gasoil_crack_dev_z,-0.023233,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,m1m2_mom_z,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,sin_ann,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,cos_ann,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,driving_season,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,heating_season,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,turnaround_season,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,sx_cushing,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,sx_td3c,0.014788,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,sx_cftc,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,sx_5yr_dev,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,sx_util,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,sx_streak,0,alpha=1
LCO,sfm_t5_enhanced,m2m3,Lasso,sx_abs,0,alpha=1
LCO,sfm_t5_enhanced,m1m6,Lasso,(Intercept),0.198285,alpha=1
LCO,sfm_t5_enhanced,m1m6,Lasso,surprise_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m6,Lasso,cushing_stocks_chg_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m6,Lasso,gasoline_stocks_chg_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m6,Lasso,distillate_stocks_chg_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m6,Lasso,crude_prod_chg_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m6,Lasso,crude_net_exports_z,0,alpha=1
LCO,sfm_t5_enhanced,m1m6,Lasso,total_petrol_surprise_z,0,alpha=1
