product,tier,spread_target,regime,n_test,hit_rate,rmse,mae
LGO,sfm_t4_combined,fly123,Transition-Tightening,3,1,0.4208,0.3246
LGO,sfm_t5_enhanced,fly123,Transition-Tightening,3,1,0.4208,0.3246
LGO,old_t3_rf,fly123,Transition-Tightening,3,0.6667,0.2918,0.2392
LGO,old_t3_xgb,fly123,Transition-Tightening,3,1,0.4082,0.3121
LGO,sfm_t4_rf,fly123,Transition-Tightening,3,1,0.2447,0.1978
LGO,sfm_t4_xgb,fly123,Transition-Tightening,3,1,0.4064,0.3057
LGO,sfm_t5_rf,fly123,Transition-Tightening,3,1,0.2403,0.221
LGO,sfm_t5_xgb,fly123,Transition-Tightening,3,1,0.4141,0.3068
LGO,old_t1_baseline,fly136,Transition-Tightening,3,1,0.9152,0.7779
LGO,old_t3_full,fly136,Transition-Tightening,3,1,0.868,0.7198
LGO,sfm_t1_eia_only,fly136,Transition-Tightening,3,1,0.9152,0.7779
LGO,sfm_t3_structural,fly136,Transition-Tightening,3,1,0.868,0.7198
LGO,sfm_t4_combined,fly136,Transition-Tightening,3,1,0.868,0.7198
LGO,sfm_t5_enhanced,fly136,Transition-Tightening,3,1,0.868,0.7198
LGO,old_t3_rf,fly136,Transition-Tightening,3,0.6667,0.6806,0.5635
LGO,old_t3_xgb,fly136,Transition-Tightening,3,1,0.7696,0.5976
LGO,sfm_t4_rf,fly136,Transition-Tightening,3,0.6667,1.016,0.9391
LGO,sfm_t4_xgb,fly136,Transition-Tightening,3,1,0.7289,0.5578
LGO,sfm_t5_rf,fly136,Transition-Tightening,3,0.6667,0.9306,0.7319
LGO,sfm_t5_xgb,fly136,Transition-Tightening,3,1,0.7622,0.588
LGO,old_t1_baseline,m1m2,Backwardation-Deficit,1,0,0.2832,0.2832
LGO,old_t3_full,m1m2,Backwardation-Deficit,1,1,0.1855,0.1855
LGO,sfm_t1_eia_only,m1m2,Backwardation-Deficit,1,0,0.2832,0.2832
LGO,sfm_t3_structural,m1m2,Backwardation-Deficit,1,1,0.1855,0.1855
LGO,sfm_t4_combined,m1m2,Backwardation-Deficit,1,1,0.1855,0.1855
LGO,sfm_t5_enhanced,m1m2,Backwardation-Deficit,1,1,0.1855,0.1855
LGO,old_t3_rf,m1m2,Backwardation-Deficit,1,0,0.2657,0.2657
LGO,old_t3_xgb,m1m2,Backwardation-Deficit,1,1,0.102,0.102
LGO,sfm_t4_rf,m1m2,Backwardation-Deficit,1,1,0.1353,0.1353
LGO,sfm_t4_xgb,m1m2,Backwardation-Deficit,1,1,0.0999,0.0999
LGO,sfm_t5_rf,m1m2,Backwardation-Deficit,1,1,0.1371,0.1371
LGO,sfm_t5_xgb,m1m2,Backwardation-Deficit,1,1,0.1048,0.1048
LGO,old_t1_baseline,m2m3,Backwardation-Deficit,1,0,0.6397,0.6397
LGO,old_t3_full,m2m3,Backwardation-Deficit,1,1,0.6067,0.6067
LGO,sfm_t1_eia_only,m2m3,Backwardation-Deficit,1,0,0.6397,0.6397
LGO,sfm_t3_structural,m2m3,Backwardation-Deficit,1,1,0.6067,0.6067
LGO,sfm_t4_combined,m2m3,Backwardation-Deficit,1,1,0.6067,0.6067
LGO,sfm_t5_enhanced,m2m3,Backwardation-Deficit,1,1,0.6067,0.6067
LGO,old_t3_rf,m2m3,Backwardation-Deficit,1,0,0.774,0.774
LGO,old_t3_xgb,m2m3,Backwardation-Deficit,1,1,0.5506,0.5506
LGO,sfm_t4_rf,m2m3,Backwardation-Deficit,1,1,0.6129,0.6129
LGO,sfm_t4_xgb,m2m3,Backwardation-Deficit,1,1,0.5476,0.5476
LGO,sfm_t5_rf,m2m3,Backwardation-Deficit,1,1,0.6055,0.6055
LGO,sfm_t5_xgb,m2m3,Backwardation-Deficit,1,1,0.5482,0.5482
LGO,old_t1_baseline,m1m6,Backwardation-Deficit,1,0,1.8192,1.8192
LGO,old_t3_full,m1m6,Backwardation-Deficit,1,0,1.7068,1.7068
LGO,sfm_t1_eia_only,m1m6,Backwardation-Deficit,1,0,1.8192,1.8192
LGO,sfm_t3_structural,m1m6,Backwardation-Deficit,1,1,1.6191,1.6191
LGO,sfm_t4_combined,m1m6,Backwardation-Deficit,1,1,1.6191,1.6191
LGO,sfm_t5_enhanced,m1m6,Backwardation-Deficit,1,1,1.6191,1.6191
LGO,old_t3_rf,m1m6,Backwardation-Deficit,1,0,1.845,1.845
LGO,old_t3_xgb,m1m6,Backwardation-Deficit,1,1,1.4569,1.4569
LGO,sfm_t4_rf,m1m6,Backwardation-Deficit,1,1,1.1887,1.1887
LGO,sfm_t4_xgb,m1m6,Backwardation-Deficit,1,1,1.4743,1.4743
LGO,sfm_t5_rf,m1m6,Backwardation-Deficit,1,0,1.7039,1.7039
LGO,sfm_t5_xgb,m1m6,Backwardation-Deficit,1,1,1.4758,1.4758
LGO,old_t1_baseline,fly123,Backwardation-Deficit,1,1,0.3565,0.3565
LGO,old_t3_full,fly123,Backwardation-Deficit,1,0,0.4212,0.4212
LGO,sfm_t1_eia_only,fly123,Backwardation-Deficit,1,1,0.3565,0.3565
LGO,sfm_t3_structural,fly123,Backwardation-Deficit,1,0,0.4212,0.4212
LGO,sfm_t4_combined,fly123,Backwardation-Deficit,1,0,0.4212,0.4212
LGO,sfm_t5_enhanced,fly123,Backwardation-Deficit,1,0,0.4212,0.4212
LGO,old_t3_rf,fly123,Backwardation-Deficit,1,0,0.5546,0.5546
LGO,old_t3_xgb,fly123,Backwardation-Deficit,1,0,0.4434,0.4434
LGO,sfm_t4_rf,fly123,Backwardation-Deficit,1,0,0.6183,0.6183
LGO,sfm_t4_xgb,fly123,Backwardation-Deficit,1,0,0.4401,0.4401
LGO,sfm_t5_rf,fly123,Backwardation-Deficit,1,0,0.4477,0.4477
LGO,sfm_t5_xgb,fly123,Backwardation-Deficit,1,0,0.4463,0.4463
LGO,old_t1_baseline,fly136,Backwardation-Deficit,1,1,0.0264,0.0264
LGO,old_t3_full,fly136,Backwardation-Deficit,1,1,0.0347,0.0347
LGO,sfm_t1_eia_only,fly136,Backwardation-Deficit,1,1,0.0264,0.0264
LGO,sfm_t3_structural,fly136,Backwardation-Deficit,1,1,0.0347,0.0347
LGO,sfm_t4_combined,fly136,Backwardation-Deficit,1,1,0.0347,0.0347
LGO,sfm_t5_enhanced,fly136,Backwardation-Deficit,1,1,0.0347,0.0347
LGO,old_t3_rf,fly136,Backwardation-Deficit,1,0,0.3858,0.3858
LGO,old_t3_xgb,fly136,Backwardation-Deficit,1,1,0.1951,0.1951
LGO,sfm_t4_rf,fly136,Backwardation-Deficit,1,1,0.2185,0.2185
LGO,sfm_t4_xgb,fly136,Backwardation-Deficit,1,1,0.2125,0.2125
LGO,sfm_t5_rf,fly136,Backwardation-Deficit,1,1,0.0588,0.0588
LGO,sfm_t5_xgb,fly136,Backwardation-Deficit,1,1,0.1664,0.1664
LGO,old_t1_baseline,m1m2,Deep-Backwardation,12,0.25,4.1623,3.1959
LGO,old_t3_full,m1m2,Deep-Backwardation,12,0.75,4.0671,3.1219
LGO,sfm_t1_eia_only,m1m2,Deep-Backwardation,12,0.25,4.1623,3.1959
LGO,sfm_t3_structural,m1m2,Deep-Backwardation,12,0.75,4.0671,3.1219
LGO,sfm_t4_combined,m1m2,Deep-Backwardation,12,0.75,4.0671,3.1219
LGO,sfm_t5_enhanced,m1m2,Deep-Backwardation,12,0.75,4.0671,3.1219
LGO,old_t3_rf,m1m2,Deep-Backwardation,12,0.75,3.8285,2.9007
LGO,old_t3_xgb,m1m2,Deep-Backwardation,12,0.75,4.0301,3.0818
LGO,sfm_t4_rf,m1m2,Deep-Backwardation,12,0.6667,3.9743,3.0122
LGO,sfm_t4_xgb,m1m2,Deep-Backwardation,12,0.75,4.0424,3.0871
LGO,sfm_t5_rf,m1m2,Deep-Backwardation,12,0.5,4.1027,3.0868
LGO,sfm_t5_xgb,m1m2,Deep-Backwardation,12,0.75,4.0236,3.0767
LGO,old_t1_baseline,m2m3,Deep-Backwardation,12,0.3333,2.8382,1.8862
LGO,old_t3_full,m2m3,Deep-Backwardation,12,0.6667,2.809,1.8582
LGO,sfm_t1_eia_only,m2m3,Deep-Backwardation,12,0.3333,2.8382,1.8862
LGO,sfm_t3_structural,m2m3,Deep-Backwardation,12,0.6667,2.809,1.8582
LGO,sfm_t4_combined,m2m3,Deep-Backwardation,12,0.6667,2.809,1.8582
LGO,sfm_t5_enhanced,m2m3,Deep-Backwardation,12,0.6667,2.809,1.8582
LGO,old_t3_rf,m2m3,Deep-Backwardation,12,0.6667,2.6962,1.815
LGO,old_t3_xgb,m2m3,Deep-Backwardation,12,0.6667,2.7972,1.8412
LGO,sfm_t4_rf,m2m3,Deep-Backwardation,12,0.4167,2.9016,1.9762
LGO,sfm_t4_xgb,m2m3,Deep-Backwardation,12,0.6667,2.8106,1.8557
LGO,sfm_t5_rf,m2m3,Deep-Backwardation,12,0.4167,3.0728,2.0541
LGO,sfm_t5_xgb,m2m3,Deep-Backwardation,12,0.6667,2.8203,1.8644
LGO,old_t1_baseline,m1m6,Deep-Backwardation,12,0.3333,10.2053,6.8483
LGO,old_t3_full,m1m6,Deep-Backwardation,12,0.25,10.0812,6.7462
LGO,sfm_t1_eia_only,m1m6,Deep-Backwardation,12,0.3333,10.2053,6.8483
LGO,sfm_t3_structural,m1m6,Deep-Backwardation,12,0.6667,10.011,6.6781
LGO,sfm_t4_combined,m1m6,Deep-Backwardation,12,0.6667,10.011,6.6781
LGO,sfm_t5_enhanced,m1m6,Deep-Backwardation,12,0.6667,10.011,6.6781
LGO,old_t3_rf,m1m6,Deep-Backwardation,12,0.6667,9.787,6.5594
LGO,old_t3_xgb,m1m6,Deep-Backwardation,12,0.6667,9.9519,6.6241
LGO,sfm_t4_rf,m1m6,Deep-Backwardation,12,0.3333,10.0948,6.915
LGO,sfm_t4_xgb,m1m6,Deep-Backwardation,12,0.6667,9.973,6.6567
LGO,sfm_t5_rf,m1m6,Deep-Backwardation,12,0.3333,10.699,7.2901
LGO,sfm_t5_xgb,m1m6,Deep-Backwardation,12,0.6667,10.0396,6.6614
LGO,old_t1_baseline,fly123,Deep-Backwardation,12,0.4167,2.8883,1.8865
LGO,old_t3_full,fly123,Deep-Backwardation,12,0.6667,2.8541,1.8738
LGO,sfm_t1_eia_only,fly123,Deep-Backwardation,12,0.4167,2.8883,1.8865
LGO,sfm_t3_structural,fly123,Deep-Backwardation,12,0.6667,2.8541,1.8738
LGO,sfm_t4_combined,fly123,Deep-Backwardation,12,0.6667,2.8541,1.8738
LGO,sfm_t5_enhanced,fly123,Deep-Backwardation,12,0.6667,2.8541,1.8738
LGO,old_t3_rf,fly123,Deep-Backwardation,12,0.5,2.755,1.8059
LGO,old_t3_xgb,fly123,Deep-Backwardation,12,0.6667,2.8441,1.8653
LGO,sfm_t4_rf,fly123,Deep-Backwardation,12,0.8333,2.6725,1.6955
LGO,sfm_t4_xgb,fly123,Deep-Backwardation,12,0.6667,2.8475,1.8706
LGO,sfm_t5_rf,fly123,Deep-Backwardation,12,0.6667,2.7086,1.7757
LGO,sfm_t5_xgb,fly123,Deep-Backwardation,12,0.6667,2.8491,1.876
LGO,old_t1_baseline,fly136,Deep-Backwardation,12,0.4167,5.2456,3.3187
LGO,old_t3_full,fly136,Deep-Backwardation,12,0.8333,5.2082,3.2716
LGO,sfm_t1_eia_only,fly136,Deep-Backwardation,12,0.4167,5.2456,3.3187
LGO,sfm_t3_structural,fly136,Deep-Backwardation,12,0.8333,5.2082,3.2716
LGO,sfm_t4_combined,fly136,Deep-Backwardation,12,0.8333,5.2082,3.2716
LGO,sfm_t5_enhanced,fly136,Deep-Backwardation,12,0.8333,5.2082,3.2716
LGO,old_t3_rf,fly136,Deep-Backwardation,12,0.8333,4.9856,2.9383
LGO,old_t3_xgb,fly136,Deep-Backwardation,12,0.8333,5.1534,3.1981
LGO,sfm_t4_rf,fly136,Deep-Backwardation,12,0.75,5.0985,3.1617
LGO,sfm_t4_xgb,fly136,Deep-Backwardation,12,0.8333,5.1273,3.1722
LGO,sfm_t5_rf,fly136,Deep-Backwardation,12,0.5833,5.1015,3.2092
LGO,sfm_t5_xgb,fly136,Deep-Backwardation,12,0.8333,5.1611,3.2178
CL,old_t1_baseline,m1m2,ALL_REGIMES,63,0.5238,0.9446,0.3618
CL,old_t2_physical,m1m2,ALL_REGIMES,51,0.4706,1.0353,0.4183
CL,old_t2_freight,m1m2,ALL_REGIMES,51,0.6275,0.9942,0.4358
CL,old_t3_full,m1m2,ALL_REGIMES,63,0.6032,0.8999,0.3863
CL,sfm_t1_eia_only,m1m2,ALL_REGIMES,63,0.5238,0.9446,0.3618
CL,sfm_t2_eia_full,m1m2,ALL_REGIMES,51,0.4706,1.0349,0.4205
CL,sfm_t3_structural,m1m2,ALL_REGIMES,63,0.619,0.8561,0.3489
CL,sfm_t4_combined,m1m2,ALL_REGIMES,63,0.5556,0.8807,0.3564
CL,sfm_t5_enhanced,m1m2,ALL_REGIMES,63,0.5397,0.9027,0.355
CL,old_t3_rf,m1m2,ALL_REGIMES,63,0.6032,0.8963,0.3455
CL,old_t3_xgb,m1m2,ALL_REGIMES,63,0.6032,0.9096,0.3457
CL,sfm_t4_rf,m1m2,ALL_REGIMES,63,0.5873,0.8957,0.3447
CL,sfm_t4_xgb,m1m2,ALL_REGIMES,63,0.6508,0.9087,0.345
CL,sfm_t5_rf,m1m2,ALL_REGIMES,63,0.5079,0.9284,0.3682
CL,sfm_t5_xgb,m1m2,ALL_REGIMES,63,0.619,0.9115,0.3471
CL,old_t1_baseline,m2m3,ALL_REGIMES,63,0.5397,0.7989,0.3133
CL,old_t2_physical,m2m3,ALL_REGIMES,51,0.451,0.8813,0.3699
CL,old_t2_freight,m2m3,ALL_REGIMES,51,0.5098,0.8176,0.3628
CL,old_t3_full,m2m3,ALL_REGIMES,63,0.4921,0.9902,0.4202
CL,sfm_t1_eia_only,m2m3,ALL_REGIMES,63,0.5397,0.7989,0.3133
CL,sfm_t2_eia_full,m2m3,ALL_REGIMES,51,0.451,0.8772,0.3672
CL,sfm_t3_structural,m2m3,ALL_REGIMES,63,0.5397,0.7151,0.305
CL,sfm_t4_combined,m2m3,ALL_REGIMES,63,0.5556,0.7595,0.3314
CL,sfm_t5_enhanced,m2m3,ALL_REGIMES,63,0.5238,0.7607,0.2982
CL,old_t3_rf,m2m3,ALL_REGIMES,63,0.4921,0.7871,0.3117
CL,old_t3_xgb,m2m3,ALL_REGIMES,63,0.5714,0.7718,0.2997
CL,sfm_t4_rf,m2m3,ALL_REGIMES,63,0.4286,0.7782,0.3173
CL,sfm_t4_xgb,m2m3,ALL_REGIMES,63,0.5238,0.7686,0.3004
CL,sfm_t5_rf,m2m3,ALL_REGIMES,63,0.3651,0.8223,0.3321
CL,sfm_t5_xgb,m2m3,ALL_REGIMES,63,0.5397,0.764,0.2982
CL,old_t1_baseline,m1m6,ALL_REGIMES,63,0.4603,2.6458,1.1461
CL,old_t2_physical,m1m6,ALL_REGIMES,51,0.3529,2.8924,1.3184
CL,old_t2_freight,m1m6,ALL_REGIMES,51,0.4118,2.7237,1.2794
CL,old_t3_full,m1m6,ALL_REGIMES,63,0.4127,3.005,1.3365
CL,sfm_t1_eia_only,m1m6,ALL_REGIMES,63,0.4603,2.6458,1.1461
CL,sfm_t2_eia_full,m1m6,ALL_REGIMES,51,0.3333,2.86,1.2963
CL,sfm_t3_structural,m1m6,ALL_REGIMES,63,0.4762,2.3766,1.1852
CL,sfm_t4_combined,m1m6,ALL_REGIMES,63,0.4444,2.4642,1.1649
CL,sfm_t5_enhanced,m1m6,ALL_REGIMES,63,0.4444,2.5243,1.1789
CL,old_t3_rf,m1m6,ALL_REGIMES,63,0.4921,2.627,1.1237
CL,old_t3_xgb,m1m6,ALL_REGIMES,63,0.5079,2.5173,1.0885
CL,sfm_t4_rf,m1m6,ALL_REGIMES,63,0.381,2.6608,1.3065
CL,sfm_t4_xgb,m1m6,ALL_REGIMES,63,0.5079,2.5164,1.0861
CL,sfm_t5_rf,m1m6,ALL_REGIMES,63,0.3333,2.8869,1.4554
CL,sfm_t5_xgb,m1m6,ALL_REGIMES,63,0.5079,2.526,1.0829
CL,old_t1_baseline,fly123,ALL_REGIMES,63,0.4762,0.3996,0.192
CL,old_t2_physical,fly123,ALL_REGIMES,51,0.4902,0.4415,0.2212
CL,old_t2_freight,fly123,ALL_REGIMES,51,0.4706,0.4417,0.2209
CL,old_t3_full,fly123,ALL_REGIMES,63,0.4762,0.3994,0.1923
CL,sfm_t1_eia_only,fly123,ALL_REGIMES,63,0.4762,0.3996,0.192
CL,sfm_t2_eia_full,fly123,ALL_REGIMES,51,0.4902,0.4422,0.226
CL,sfm_t3_structural,fly123,ALL_REGIMES,63,0.4603,0.3988,0.1957
CL,sfm_t4_combined,fly123,ALL_REGIMES,63,0.4921,0.3989,0.1918
CL,sfm_t5_enhanced,fly123,ALL_REGIMES,63,0.4762,0.4026,0.1921
CL,old_t3_rf,fly123,ALL_REGIMES,63,0.4444,0.4048,0.2247
CL,old_t3_xgb,fly123,ALL_REGIMES,63,0.4762,0.3993,0.1894
CL,sfm_t4_rf,fly123,ALL_REGIMES,63,0.4444,0.3988,0.2335
CL,sfm_t4_xgb,fly123,ALL_REGIMES,63,0.4762,0.3992,0.1908
CL,sfm_t5_rf,fly123,ALL_REGIMES,63,0.4286,0.3989,0.2313
CL,sfm_t5_xgb,fly123,ALL_REGIMES,63,0.4762,0.3985,0.1895
CL,old_t1_baseline,fly136,ALL_REGIMES,63,0.4921,1.0631,0.3699
CL,old_t2_physical,fly136,ALL_REGIMES,51,0.4902,1.1732,0.4239
CL,old_t2_freight,fly136,ALL_REGIMES,51,0.5098,1.1715,0.4229
CL,old_t3_full,fly136,ALL_REGIMES,63,0.4444,1.0633,0.3885
CL,sfm_t1_eia_only,fly136,ALL_REGIMES,63,0.4921,1.0631,0.3699
CL,sfm_t2_eia_full,fly136,ALL_REGIMES,51,0.4902,1.1732,0.4239
CL,sfm_t3_structural,fly136,ALL_REGIMES,63,0.5238,1.0653,0.3978
CL,sfm_t4_combined,fly136,ALL_REGIMES,63,0.5079,1.0611,0.382
CL,sfm_t5_enhanced,fly136,ALL_REGIMES,63,0.5238,1.0947,0.4413
CL,old_t3_rf,fly136,ALL_REGIMES,63,0.4444,1.0088,0.3729
CL,old_t3_xgb,fly136,ALL_REGIMES,63,0.4603,1.0604,0.3624
CL,sfm_t4_rf,fly136,ALL_REGIMES,63,0.4286,1.0656,0.46
CL,sfm_t4_xgb,fly136,ALL_REGIMES,63,0.5079,1.0627,0.3734
CL,sfm_t5_rf,fly136,ALL_REGIMES,63,0.4603,1.0927,0.4826
CL,sfm_t5_xgb,fly136,ALL_REGIMES,63,0.5238,1.0619,0.3751
LCO,old_t1_baseline,m1m2,ALL_REGIMES,63,0.5397,0.7589,0.3506
LCO,old_t2_physical,m1m2,ALL_REGIMES,51,0.6667,0.8208,0.3928
LCO,old_t2_freight,m1m2,ALL_REGIMES,51,0.5686,0.868,0.4849
LCO,old_t3_full,m1m2,ALL_REGIMES,63,0.619,1.8201,0.7266
LCO,sfm_t1_eia_only,m1m2,ALL_REGIMES,63,0.5397,0.7589,0.3506
LCO,sfm_t2_eia_full,m1m2,ALL_REGIMES,51,0.6667,0.8199,0.3935
LCO,sfm_t3_structural,m1m2,ALL_REGIMES,63,0.6667,0.7258,0.3589
LCO,sfm_t4_combined,m1m2,ALL_REGIMES,63,0.619,0.752,0.4036
LCO,sfm_t5_enhanced,m1m2,ALL_REGIMES,63,0.619,0.7287,0.3526
LCO,old_t3_rf,m1m2,ALL_REGIMES,63,0.5714,0.7695,0.3634
LCO,old_t3_xgb,m1m2,ALL_REGIMES,63,0.619,0.7293,0.3448
LCO,sfm_t4_rf,m1m2,ALL_REGIMES,63,0.619,0.7503,0.3601
LCO,sfm_t4_xgb,m1m2,ALL_REGIMES,63,0.619,0.7249,0.3444
LCO,sfm_t5_rf,m1m2,ALL_REGIMES,63,0.4762,0.7673,0.36
LCO,sfm_t5_xgb,m1m2,ALL_REGIMES,63,0.619,0.7276,0.3438
LCO,old_t1_baseline,m2m3,ALL_REGIMES,63,0.5079,0.6706,0.2853
LCO,old_t2_physical,m2m3,ALL_REGIMES,51,0.549,0.7294,0.3253
LCO,old_t2_freight,m2m3,ALL_REGIMES,51,0.6667,0.7575,0.3503
LCO,old_t3_full,m2m3,ALL_REGIMES,63,0.619,0.6766,0.2798
LCO,sfm_t1_eia_only,m2m3,ALL_REGIMES,63,0.5079,0.6706,0.2853
LCO,sfm_t2_eia_full,m2m3,ALL_REGIMES,51,0.4902,0.7378,0.3298
LCO,sfm_t3_structural,m2m3,ALL_REGIMES,63,0.5873,0.6321,0.301
LCO,sfm_t4_combined,m2m3,ALL_REGIMES,63,0.619,0.6356,0.2792
LCO,sfm_t5_enhanced,m2m3,ALL_REGIMES,63,0.6349,0.6447,0.2804
LCO,old_t3_rf,m2m3,ALL_REGIMES,63,0.5873,0.6684,0.2827
LCO,old_t3_xgb,m2m3,ALL_REGIMES,63,0.619,0.6446,0.2745
LCO,sfm_t4_rf,m2m3,ALL_REGIMES,63,0.5397,0.6619,0.2802
LCO,sfm_t4_xgb,m2m3,ALL_REGIMES,63,0.619,0.6447,0.2744
LCO,sfm_t5_rf,m2m3,ALL_REGIMES,63,0.4762,0.6914,0.2991
LCO,sfm_t5_xgb,m2m3,ALL_REGIMES,63,0.619,0.6445,0.2747
LCO,old_t1_baseline,m1m6,ALL_REGIMES,63,0.4921,2.4087,1.0696
LCO,old_t2_physical,m1m6,ALL_REGIMES,51,0.6078,2.6218,1.2335
LCO,old_t2_freight,m1m6,ALL_REGIMES,51,0.6275,2.6769,1.3711
LCO,old_t3_full,m1m6,ALL_REGIMES,63,0.5873,2.296,1.0033
LCO,sfm_t1_eia_only,m1m6,ALL_REGIMES,63,0.4921,2.4087,1.0696
LCO,sfm_t2_eia_full,m1m6,ALL_REGIMES,51,0.6275,2.6329,1.228
LCO,sfm_t3_structural,m1m6,ALL_REGIMES,63,0.6508,2.2591,1.0413
LCO,sfm_t4_combined,m1m6,ALL_REGIMES,63,0.619,2.2801,1.0409
LCO,sfm_t5_enhanced,m1m6,ALL_REGIMES,63,0.619,2.3146,1.0491
LCO,old_t3_rf,m1m6,ALL_REGIMES,63,0.5873,2.4134,1.0799
LCO,old_t3_xgb,m1m6,ALL_REGIMES,63,0.6032,2.3212,1.0468
LCO,sfm_t4_rf,m1m6,ALL_REGIMES,63,0.5556,2.3368,1.085
LCO,sfm_t4_xgb,m1m6,ALL_REGIMES,63,0.6032,2.3074,1.0468
LCO,sfm_t5_rf,m1m6,ALL_REGIMES,63,0.4762,2.4832,1.1401
LCO,sfm_t5_xgb,m1m6,ALL_REGIMES,63,0.6032,2.3102,1.0398
LCO,old_t1_baseline,fly123,ALL_REGIMES,63,0.5714,0.2682,0.1408
LCO,old_t2_physical,fly123,ALL_REGIMES,51,0.549,0.2842,0.161
LCO,old_t2_freight,fly123,ALL_REGIMES,51,0.5098,0.5312,0.3253
LCO,old_t3_full,fly123,ALL_REGIMES,63,0.6032,0.3514,0.1904
LCO,sfm_t1_eia_only,fly123,ALL_REGIMES,63,0.5714,0.2682,0.1408
LCO,sfm_t2_eia_full,fly123,ALL_REGIMES,51,0.4902,0.2856,0.1605
LCO,sfm_t3_structural,fly123,ALL_REGIMES,63,0.5714,0.2776,0.1684
LCO,sfm_t4_combined,fly123,ALL_REGIMES,63,0.5873,0.3307,0.219
LCO,sfm_t5_enhanced,fly123,ALL_REGIMES,63,0.5556,0.2787,0.1658
LCO,old_t3_rf,fly123,ALL_REGIMES,63,0.5397,0.2874,0.1624
LCO,old_t3_xgb,fly123,ALL_REGIMES,63,0.5556,0.2617,0.1384
LCO,sfm_t4_rf,fly123,ALL_REGIMES,63,0.5397,0.2837,0.1626
LCO,sfm_t4_xgb,fly123,ALL_REGIMES,63,0.5873,0.2644,0.1379
LCO,sfm_t5_rf,fly123,ALL_REGIMES,63,0.4921,0.2795,0.1569
LCO,sfm_t5_xgb,fly123,ALL_REGIMES,63,0.5714,0.2643,0.1376
LCO,old_t1_baseline,fly136,ALL_REGIMES,63,0.5397,0.5115,0.2655
LCO,old_t2_physical,fly136,ALL_REGIMES,51,0.5882,0.5373,0.2867
LCO,old_t2_freight,fly136,ALL_REGIMES,51,0.5686,0.6368,0.4212
LCO,old_t3_full,fly136,ALL_REGIMES,63,0.6032,0.5996,0.3534
LCO,sfm_t1_eia_only,fly136,ALL_REGIMES,63,0.5397,0.5115,0.2655
LCO,sfm_t2_eia_full,fly136,ALL_REGIMES,51,0.5686,0.5302,0.2872
LCO,sfm_t3_structural,fly136,ALL_REGIMES,63,0.5873,0.673,0.3849
LCO,sfm_t4_combined,fly136,ALL_REGIMES,63,0.6349,0.528,0.3282
LCO,sfm_t5_enhanced,fly136,ALL_REGIMES,63,0.6032,0.5252,0.3246
LCO,old_t3_rf,fly136,ALL_REGIMES,63,0.4603,0.5083,0.2903
LCO,old_t3_xgb,fly136,ALL_REGIMES,63,0.5873,0.4943,0.254
LCO,sfm_t4_rf,fly136,ALL_REGIMES,63,0.4762,0.5133,0.2752
LCO,sfm_t4_xgb,fly136,ALL_REGIMES,63,0.5714,0.498,0.2578
LCO,sfm_t5_rf,fly136,ALL_REGIMES,63,0.4762,0.5043,0.2717
LCO,sfm_t5_xgb,fly136,ALL_REGIMES,63,0.5873,0.4982,0.258
HO,old_t1_baseline,m1m2,ALL_REGIMES,62,0.5645,1.9118,0.8643
HO,old_t2_physical,m1m2,ALL_REGIMES,45,0.4889,0.5759,0.3609
HO,old_t2_freight,m1m2,ALL_REGIMES,45,0.4667,0.5797,0.366
HO,old_t3_full,m1m2,ALL_REGIMES,62,0.5484,1.8323,0.84
HO,sfm_t1_eia_only,m1m2,ALL_REGIMES,62,0.5645,1.9118,0.8643
HO,sfm_t2_eia_full,m1m2,ALL_REGIMES,45,0.5111,0.5761,0.3611
HO,sfm_t3_structural,m1m2,ALL_REGIMES,62,0.5323,1.8461,0.8941
HO,sfm_t4_combined,m1m2,ALL_REGIMES,62,0.5,1.7719,0.8601
HO,sfm_t5_enhanced,m1m2,ALL_REGIMES,62,0.5,1.7551,0.8834
HO,old_t3_rf,m1m2,ALL_REGIMES,62,0.5,1.8818,0.8414
HO,old_t3_xgb,m1m2,ALL_REGIMES,62,0.5323,1.8505,0.8663
HO,sfm_t4_rf,m1m2,ALL_REGIMES,62,0.5645,1.7906,0.8925
HO,sfm_t4_xgb,m1m2,ALL_REGIMES,62,0.5323,1.8097,0.866
HO,sfm_t5_rf,m1m2,ALL_REGIMES,62,0.5323,1.8422,0.9165
HO,sfm_t5_xgb,m1m2,ALL_REGIMES,62,0.5323,1.819,0.8739
HO,old_t1_baseline,m2m3,ALL_REGIMES,62,0.5645,0.9173,0.4591
HO,old_t2_physical,m2m3,ALL_REGIMES,45,0.5556,0.2624,0.1922
HO,old_t2_freight,m2m3,ALL_REGIMES,45,0.5556,0.2624,0.1918
HO,old_t3_full,m2m3,ALL_REGIMES,62,0.5806,0.912,0.4695
HO,sfm_t1_eia_only,m2m3,ALL_REGIMES,62,0.5645,0.9173,0.4591
HO,sfm_t2_eia_full,m2m3,ALL_REGIMES,45,0.5556,0.2624,0.1923
HO,sfm_t3_structural,m2m3,ALL_REGIMES,62,0.5806,0.9075,0.4751
HO,sfm_t4_combined,m2m3,ALL_REGIMES,62,0.5806,0.9126,0.4602
HO,sfm_t5_enhanced,m2m3,ALL_REGIMES,62,0.5968,0.9191,0.4701
HO,old_t3_rf,m2m3,ALL_REGIMES,62,0.5645,0.8795,0.4584
