variant,variant_label,product,spread_target,tier,regime,n_events_oos,hit_rate_oos,rmse,mae,n_events_is,r2_insample,r2_cv,rmse_bbl,hit_rate_is,hit_sig,n_sig,alpha_used
v2_ridge_sig,Ridge/Lasso — sig events only,HO,fly136,tier3_full,Easing-Backwardation,1,0,2.8608,2.8608,35,0.0019,-0.0366,1.2624,0.4571,0.4643,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,fly136,tier3_full,ALL_REGIMES,9,0.3333,4.6567,3.8636,206,0.0078,-0.0107,2.7875,0.5,0.5026,189,1
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,fly136,tier3_full,Deep-Backwardation,8,0.375,4.8232,3.9704,17,0.0027,-0.1461,7.6713,0.5294,0.5333,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,fly136,tier3_full,Easing-Backwardation,1,0,3.0088,3.0088,35,0.0429,-0.0857,1.2362,0.5429,0.5714,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,fly136,tier3_full,ALL_REGIMES,9,0.3333,4.6576,3.8649,206,0,-0.0131,2.7984,0.5,0.5026,189,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,fly136,tier3_full,Deep-Backwardation,8,0.375,4.8232,3.9704,17,0.0027,-0.253,7.6713,0.5294,0.5333,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,fly136,tier3_full,Easing-Backwardation,1,0,3.0209,3.0209,35,0.0528,-0.0954,1.2298,0.4857,0.5,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m2,tier1_baseline,ALL_REGIMES,9,0.3333,4.816,3.6023,206,0.011,0.0062,2.6047,0.5534,0.5503,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m2,tier1_baseline,Deep-Backwardation,8,0.375,5.0969,3.9328,,,,,,,,
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m2,tier1_baseline,Easing-Backwardation,1,0,0.9581,0.9581,35,0.0079,-0.0222,0.646,0.5714,0.5714,28,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m2,tier1_baseline,ALL_REGIMES,9,0.3333,4.7561,3.5844,184,0.0291,0.0238,0.43,0.5652,0.5714,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m2,tier1_baseline,Deep-Backwardation,8,0.375,5.0321,3.9068,,,,,,,,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m2,tier1_baseline,Easing-Backwardation,1,0,1.005,1.005,31,0.0365,0.0033,0.2924,0.5484,0.56,25,
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m2,tier2_freight,ALL_REGIMES,11,0.6364,3.9887,3.018,269,0.0231,0.0045,2.3086,0.5502,0.5397,189,1
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m2,tier2_freight,Deep-Backwardation,9,0.6667,4.3346,3.3389,18,2e-04,-0.0917,7.172,0.5556,0.5333,15,0
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m2,tier2_freight,Easing-Backwardation,2,0.5,1.7191,1.574,47,0,-0.0696,0.6348,0.4894,0.5,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m2,tier2_freight,ALL_REGIMES,9,0.5556,4.3062,3.2856,206,0.02,-0.003,2.5928,0.5243,0.5079,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m2,tier2_freight,Deep-Backwardation,8,0.625,4.5545,3.5747,17,3e-04,-0.1597,7.3741,0.5294,0.5333,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m2,tier2_freight,Easing-Backwardation,1,0,0.9725,0.9725,35,0.013,-0.0069,0.6443,0.5429,0.5357,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m2,tier2_freight,ALL_REGIMES,9,0.5556,4.3158,3.3218,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m2,tier2_freight,Deep-Backwardation,8,0.625,4.5545,3.5747,17,3e-04,-0.1521,7.3741,0.5294,0.5333,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m2,tier2_freight,Easing-Backwardation,1,0,1.2984,1.2984,35,0.0514,-0.0864,0.6316,0.6571,0.6786,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m2,tier2_freight,ALL_REGIMES,9,0.6667,4.3042,3.2764,184,,,,,,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m2,tier2_freight,Deep-Backwardation,8,0.625,4.5545,3.5747,17,3e-04,-0.1681,7.3741,0.5294,0.5333,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m2,tier2_freight,Easing-Backwardation,1,1,0.8899,0.8899,35,8e-04,-0.0724,0.6482,0.4857,0.5,28,0
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m2,tier2_physical,ALL_REGIMES,11,0.6364,3.9833,3.0125,269,0.0184,-0.0087,2.3141,0.539,0.5238,189,1
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m2,tier2_physical,Deep-Backwardation,9,0.6667,4.3285,3.3321,18,0,-0.1652,7.1726,0.5556,0.5333,15,0
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m2,tier2_physical,Easing-Backwardation,2,0.5,1.7191,1.574,47,0,-0.124,0.6348,0.4894,0.5,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m2,tier2_physical,ALL_REGIMES,9,0.6667,4.3002,3.2684,206,0.0231,-6e-04,2.5888,0.5534,0.5397,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m2,tier2_physical,Deep-Backwardation,8,0.625,4.5503,3.5664,17,1e-04,-0.0899,7.3748,0.5294,0.5333,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m2,tier2_physical,Easing-Backwardation,1,1,0.8845,0.8845,35,4e-04,-0.0603,0.6484,0.4857,0.5,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m2,tier2_physical,ALL_REGIMES,9,0.6667,4.3002,3.2684,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m2,tier2_physical,Deep-Backwardation,8,0.625,4.5503,3.5664,17,1e-04,-0.1239,7.3748,0.5294,0.5333,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m2,tier2_physical,Easing-Backwardation,1,1,0.8845,0.8845,35,7e-04,-0.0981,0.6483,0.4857,0.5,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m2,tier2_physical,ALL_REGIMES,9,0.6667,4.3002,3.2684,184,,,,,,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m2,tier2_physical,Deep-Backwardation,8,0.625,4.5503,3.5664,17,1e-04,-0.166,7.3748,0.5294,0.5333,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m2,tier2_physical,Easing-Backwardation,1,1,0.8845,0.8845,35,5e-04,-0.1679,0.6484,0.4857,0.5,28,0
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m2,tier3_full,ALL_REGIMES,11,0.6364,3.9413,2.9482,269,0.0433,0.004,2.2846,0.5613,0.5767,189,1
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m2,tier3_full,Deep-Backwardation,9,0.6667,4.2813,3.2536,18,0.0155,-0.1537,7.1169,0.5556,0.5333,15,0
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m2,tier3_full,Easing-Backwardation,2,0.5,1.7191,1.574,47,0,-0.0408,0.6348,0.4894,0.5,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m2,tier3_full,ALL_REGIMES,9,0.5556,4.2951,3.2679,206,0,-0.025,2.6192,0.4854,0.4762,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m2,tier3_full,Deep-Backwardation,8,0.625,4.5436,3.5595,17,0.0028,-0.1379,7.3646,0.5294,0.5333,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m2,tier3_full,Easing-Backwardation,1,0,0.9346,0.9346,35,0.0287,-0.0234,0.6392,0.6,0.6071,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m2,tier3_full,ALL_REGIMES,9,0.5556,4.8214,4.0148,206,0.0488,-0.0026,2.5545,0.5728,0.582,189,1
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m2,tier3_full,Deep-Backwardation,8,0.625,5.1028,4.3976,17,0.2086,-0.0698,6.561,0.5294,0.5333,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m2,tier3_full,Easing-Backwardation,1,0,0.952,0.952,35,0.0393,-0.0169,0.6356,0.6571,0.6786,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m2,tier3_full,ALL_REGIMES,9,0.5556,4.2976,3.279,206,0,-0.0102,2.6192,0.4854,0.4762,189,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m2,tier3_full,Deep-Backwardation,8,0.625,4.5436,3.5595,17,0.0028,-0.1501,7.3646,0.5294,0.5333,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m2,tier3_full,Easing-Backwardation,1,0,1.035,1.035,35,0.0951,-0.0846,0.6169,0.6286,0.6429,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m6,tier1_baseline,ALL_REGIMES,9,0.4444,9.2921,7.7387,206,0.0161,0.0113,3.3986,0.5922,0.5926,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m6,tier1_baseline,Deep-Backwardation,8,0.375,9.8483,8.5702,,,,,,,,
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m6,tier1_baseline,Easing-Backwardation,1,1,1.0864,1.0864,35,0.0202,-0.0095,1.6464,0.5429,0.5357,28,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m6,tier1_baseline,ALL_REGIMES,9,0.3333,9.1434,7.7276,184,0.0149,0.0094,0.9989,0.5761,0.5906,171,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m6,tier1_baseline,Deep-Backwardation,8,0.375,9.6827,8.501,,,,,,,,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m6,tier1_baseline,Easing-Backwardation,1,0,1.5402,1.5402,31,0.0391,0.006,0.5938,0.6129,0.6296,27,
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m6,tier2_freight,ALL_REGIMES,11,0.6364,7.9255,6.8306,269,0.0214,0.0057,3.1543,0.5725,0.5556,189,1
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m6,tier2_freight,Deep-Backwardation,9,0.5556,8.6829,7.8445,18,4e-04,-0.2016,8.4961,0.6667,0.6667,15,0
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m6,tier2_freight,Easing-Backwardation,2,1,2.4927,2.2678,47,0,-0.0924,1.6166,0.4894,0.3929,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m6,tier2_freight,ALL_REGIMES,9,0.5556,8.4992,7.3916,206,0.0386,0.016,3.3597,0.5534,0.5556,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m6,tier2_freight,Deep-Backwardation,8,0.625,9.0017,8.1439,17,4e-04,-0.0621,8.7422,0.6471,0.6667,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m6,tier2_freight,Easing-Backwardation,1,0,1.373,1.373,35,8e-04,-0.0951,1.6626,0.5714,0.6071,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m6,tier2_freight,ALL_REGIMES,9,0.6667,8.4911,7.3284,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m6,tier2_freight,Deep-Backwardation,8,0.625,9.0017,8.1439,17,4e-04,-0.156,8.7422,0.6471,0.6667,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m6,tier2_freight,Easing-Backwardation,1,1,0.8047,0.8047,35,0.0249,-0.0459,1.6424,0.6,0.6071,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m6,tier2_freight,ALL_REGIMES,9,0.6667,8.4938,7.3347,184,,,,,,171,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m6,tier2_freight,Deep-Backwardation,8,0.625,9.0041,8.1455,17,4e-04,-0.1815,8.7421,0.6471,0.6667,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m6,tier2_freight,Easing-Backwardation,1,1,0.8482,0.8482,35,0.0233,-0.058,1.6438,0.6,0.6071,28,0
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m6,tier2_physical,ALL_REGIMES,11,0.6364,7.9096,6.8216,269,0.0233,0.0045,3.1513,0.5688,0.5608,189,1
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m6,tier2_physical,Deep-Backwardation,9,0.5556,8.6651,7.8335,18,1e-04,-0.1461,8.4972,0.6667,0.6667,15,0
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m6,tier2_physical,Easing-Backwardation,2,1,2.4927,2.2678,47,0,-0.0478,1.6166,0.4894,0.3929,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m6,tier2_physical,ALL_REGIMES,9,0.5556,8.4805,7.377,206,0.0358,0.018,3.3645,0.5583,0.5608,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m6,tier2_physical,Deep-Backwardation,8,0.625,8.9823,8.1304,17,1e-04,-0.1317,8.7434,0.6471,0.6667,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m6,tier2_physical,Easing-Backwardation,1,0,1.3496,1.3496,35,0.015,-0.1081,1.6508,0.5714,0.6071,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m6,tier2_physical,ALL_REGIMES,9,0.5556,8.4812,7.3811,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m6,tier2_physical,Deep-Backwardation,8,0.625,8.9823,8.1304,17,1e-04,-0.1581,8.7434,0.6471,0.6667,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m6,tier2_physical,Easing-Backwardation,1,0,1.3863,1.3863,35,0.001,-0.0032,1.6624,0.5714,0.6071,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m6,tier2_physical,ALL_REGIMES,9,0.5556,8.4812,7.3812,184,,,,,,171,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m6,tier2_physical,Deep-Backwardation,8,0.625,8.9823,8.1304,17,1e-04,-0.2203,8.7434,0.6471,0.6667,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m6,tier2_physical,Easing-Backwardation,1,0,1.3875,1.3875,35,5e-04,-0.0618,1.6628,0.5714,0.6071,28,0
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m6,tier3_full,ALL_REGIMES,11,0.6364,7.8654,6.7333,269,0.0377,0.0164,3.128,0.5576,0.5608,189,1
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m6,tier3_full,Deep-Backwardation,9,0.5556,8.6505,7.8292,18,0.0026,-0.1755,8.4868,0.6667,0.6667,15,0
v1_ridge_all,Ridge/Lasso — all events (original),HO,m1m6,tier3_full,Easing-Backwardation,2,1,1.8749,1.8016,47,0.2392,0.0218,1.4101,0.6596,0.6071,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m6,tier3_full,ALL_REGIMES,9,0.6667,9.345,8.3857,206,0,-0.012,3.4264,0.5097,0.5079,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m6,tier3_full,Deep-Backwardation,8,0.625,8.3433,7.542,17,0.1863,-0.0535,7.8874,0.6471,0.6667,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m1m6,tier3_full,Easing-Backwardation,1,1,15.1355,15.1355,35,0.3982,0.1356,1.2902,0.6857,0.6786,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m6,tier3_full,ALL_REGIMES,9,0.6667,8.4518,7.2699,206,0,-0.0123,3.4264,0.5097,0.5079,189,1
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m6,tier3_full,Deep-Backwardation,8,0.625,8.9629,8.1191,17,0.0026,-0.1814,8.7326,0.6471,0.6667,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m1m6,tier3_full,Easing-Backwardation,1,1,0.4759,0.4759,35,0.0588,0.0016,1.6136,0.6,0.6071,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m6,tier3_full,ALL_REGIMES,9,0.6667,8.5207,7.5814,206,0.0411,-0.0087,3.3552,0.5583,0.5661,189,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m6,tier3_full,Deep-Backwardation,8,0.625,8.9629,8.1191,17,0.0026,-0.2101,8.7326,0.6471,0.6667,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m1m6,tier3_full,Easing-Backwardation,1,1,3.2792,3.2792,35,0.2058,-0.0554,1.4823,0.6286,0.6429,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m2m3,tier1_baseline,ALL_REGIMES,9,0.6667,2.2107,1.7574,206,0.0025,-0.0024,0.7515,0.5146,0.5185,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m2m3,tier1_baseline,Deep-Backwardation,8,0.625,2.3448,1.973,,,,,,,,
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m2m3,tier1_baseline,Easing-Backwardation,1,1,0.033,0.033,35,0.0264,-0.0031,0.5714,0.6,0.5357,28,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m2m3,tier1_baseline,ALL_REGIMES,9,0.3333,2.2405,1.792,184,0.0593,0.0541,0.274,0.5652,0.5731,171,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m2m3,tier1_baseline,Deep-Backwardation,8,0.375,2.3756,1.9943,,,,,,,,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m2m3,tier1_baseline,Easing-Backwardation,1,0,0.174,0.174,31,0.019,-0.0148,0.2365,0.5161,0.5,26,
v1_ridge_all,Ridge/Lasso — all events (original),HO,m2m3,tier2_freight,ALL_REGIMES,11,0.6364,2.1527,1.7561,269,0,-0.0105,0.7706,0.5651,0.5238,189,1
v1_ridge_all,Ridge/Lasso — all events (original),HO,m2m3,tier2_freight,Deep-Backwardation,9,0.5556,2.3256,1.965,18,0.0114,-0.2572,1.6128,0.6667,0.6667,15,0
v1_ridge_all,Ridge/Lasso — all events (original),HO,m2m3,tier2_freight,Easing-Backwardation,2,1,1.0723,0.8162,47,0,-0.0478,0.5246,0.5532,0.4643,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m2m3,tier2_freight,ALL_REGIMES,9,0.6667,2.3776,1.8945,206,0,-0.0271,0.7524,0.5194,0.5238,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m2m3,tier2_freight,Deep-Backwardation,8,0.625,2.5076,2.0367,17,0.0195,-0.1682,1.6527,0.6471,0.6667,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m2m3,tier2_freight,Easing-Backwardation,1,1,0.7562,0.7562,35,0.0699,0.0124,0.5585,0.5143,0.5,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m2m3,tier2_freight,ALL_REGIMES,9,0.4444,2.5072,1.8875,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m2m3,tier2_freight,Deep-Backwardation,8,0.375,2.6592,2.1148,17,0.0272,-0.1177,1.6462,0.6471,0.6667,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m2m3,tier2_freight,Easing-Backwardation,1,1,0.0691,0.0691,35,0.0273,-0.0142,0.5712,0.5143,0.5357,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m2m3,tier2_freight,ALL_REGIMES,9,0.6667,2.1376,1.7216,184,,,,,,171,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m2m3,tier2_freight,Deep-Backwardation,8,0.625,2.2667,1.9184,17,0.0015,-0.0054,1.6678,0.6471,0.6667,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m2m3,tier2_freight,Easing-Backwardation,1,1,0.1476,0.1476,35,9e-04,-0.0439,0.5789,0.4857,0.4643,28,0
v1_ridge_all,Ridge/Lasso — all events (original),HO,m2m3,tier2_physical,ALL_REGIMES,11,0.6364,2.0973,1.7482,269,0,-0.0075,0.7706,0.5651,0.5238,189,1
v1_ridge_all,Ridge/Lasso — all events (original),HO,m2m3,tier2_physical,Deep-Backwardation,9,0.5556,2.2629,1.9553,18,6e-04,-0.0958,1.6215,0.6667,0.6667,15,0
v1_ridge_all,Ridge/Lasso — all events (original),HO,m2m3,tier2_physical,Easing-Backwardation,2,1,1.0723,0.8162,47,0,-0.0613,0.5246,0.5532,0.4643,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m2m3,tier2_physical,ALL_REGIMES,9,0.5556,2.1998,1.7581,206,0,-0.0117,0.7524,0.5194,0.5238,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m2m3,tier2_physical,Deep-Backwardation,8,0.5,2.3328,1.9612,17,0.1089,-0.0704,1.5755,0.5294,0.5333,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m2m3,tier2_physical,Easing-Backwardation,1,1,0.133,0.133,35,0.013,-0.1332,0.5753,0.4857,0.5,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m2m3,tier2_physical,ALL_REGIMES,9,0.6667,2.1388,1.7217,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m2m3,tier2_physical,Deep-Backwardation,8,0.625,2.2679,1.9184,17,0.0695,-0.0973,1.61,0.5882,0.6,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m2m3,tier2_physical,Easing-Backwardation,1,1,0.1487,0.1487,35,0.0035,-0.0654,0.5781,0.4286,0.3929,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m2m3,tier2_physical,ALL_REGIMES,9,0.5556,2.1854,1.7519,184,,,,,,171,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m2m3,tier2_physical,Deep-Backwardation,8,0.5,2.3174,1.9518,17,0.1024,-0.1918,1.5813,0.5294,0.5333,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m2m3,tier2_physical,Easing-Backwardation,1,1,0.1528,0.1528,35,4e-04,-0.0275,0.579,0.4857,0.4643,28,0
v1_ridge_all,Ridge/Lasso — all events (original),HO,m2m3,tier3_full,ALL_REGIMES,11,0.6364,2.0702,1.725,269,0.0086,-0.0192,0.7673,0.5651,0.5238,189,1
v1_ridge_all,Ridge/Lasso — all events (original),HO,m2m3,tier3_full,Deep-Backwardation,9,0.5556,2.2633,1.9494,18,0.0031,-0.1991,1.6195,0.6667,0.6667,15,0
v1_ridge_all,Ridge/Lasso — all events (original),HO,m2m3,tier3_full,Easing-Backwardation,2,1,0.7206,0.715,47,0.2584,0.0417,0.4518,0.6809,0.5714,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m2m3,tier3_full,ALL_REGIMES,9,0.6667,3.2116,2.5016,206,0.0075,-0.0055,0.7496,0.5194,0.5238,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m2m3,tier3_full,Deep-Backwardation,8,0.625,2.2718,1.9169,17,0.0036,-0.0999,1.666,0.6471,0.6667,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,HO,m2m3,tier3_full,Easing-Backwardation,1,1,7.1791,7.1791,35,0.4636,0.1113,0.4241,0.7143,0.6786,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m2m3,tier3_full,ALL_REGIMES,9,0.6667,2.9299,2.3702,206,0.0189,0.0025,0.7453,0.5194,0.5238,189,1
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m2m3,tier3_full,Deep-Backwardation,8,0.625,2.2695,1.916,17,0.0031,-0.0309,1.6664,0.6471,0.6667,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,HO,m2m3,tier3_full,Easing-Backwardation,1,1,6.0044,6.0044,35,0.4352,0.1803,0.4353,0.7143,0.6786,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m2m3,tier3_full,ALL_REGIMES,9,0.6667,2.8694,2.3403,206,0.0137,-0.0081,0.7473,0.5194,0.5238,189,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m2m3,tier3_full,Deep-Backwardation,8,0.625,2.2695,1.916,17,0.0031,-0.0925,1.6664,0.6471,0.6667,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,HO,m2m3,tier3_full,Easing-Backwardation,1,1,5.7353,5.7353,35,0.4273,0.1847,0.4383,0.7143,0.6786,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly123,tier1_baseline,ALL_REGIMES,10,0.6,0.3178,0.2502,206,0.0299,0.0251,0.301,0.5388,0.5608,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly123,tier1_baseline,Deep-Backwardation,9,0.6667,0.3233,0.2487,56,0.0031,-0.0153,0.3132,0.5536,0.5962,52,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,fly123,tier1_baseline,Easing-Backwardation,1,0,0.2632,0.2632,50,0.0196,-8e-04,0.3401,0.44,0.4565,46,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly123,tier1_baseline,ALL_REGIMES,10,0.7,0.2949,0.2242,184,0.0017,-0.0038,0.1324,0.538,0.5629,167,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly123,tier1_baseline,Deep-Backwardation,9,0.6667,0.3057,0.2303,50,0.0109,-0.0097,0.1196,0.56,0.6087,46,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,fly123,tier1_baseline,Easing-Backwardation,1,1,0.1695,0.1695,44,0.0185,-0.0049,0.1386,0.5909,0.6,40,
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly123,tier2_freight,ALL_REGIMES,12,0.6667,0.302,0.2192,269,0.0256,-0.0011,0.2765,0.5651,0.5979,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly123,tier2_freight,Deep-Backwardation,11,0.6364,0.3154,0.2377,70,0,-0.0221,0.2873,0.5286,0.5962,52,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,fly123,tier2_freight,Easing-Backwardation,1,1,0.015,0.015,64,0.0345,-0.0181,0.2996,0.5156,0.6304,46,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly123,tier2_freight,ALL_REGIMES,10,0.7,0.2959,0.2311,206,0.0289,0.0198,0.3012,0.5728,0.5979,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,fly123,tier2_freight,Deep-Backwardation,9,0.6667,0.3066,0.2377,56,0,-0.0637,0.3137,0.5536,0.5962,52,1
