variant,variant_label,product,spread_target,tier,regime,n_events_oos,hit_rate_oos,rmse,mae,n_events_is,r2_insample,r2_cv,rmse_bbl,hit_rate_is,hit_sig,n_sig,alpha_used
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m2,tier1_baseline,Easing-Backwardation,1,1,0.5748,0.5748,31,0.0194,-0.0144,0.2548,0.5484,0.48,25,
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m2,tier2_freight,ALL_REGIMES,11,0.7273,4.2207,3.2794,269,0.0125,-0.0017,0.9097,0.5428,0.5556,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m2,tier2_freight,Deep-Backwardation,9,0.7778,4.6023,3.6968,18,0.0013,-0.0444,2.0437,0.6111,0.6667,15,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m2,tier2_freight,Easing-Backwardation,2,0.5,1.631,1.401,47,0,-0.0617,0.5292,0.5106,0.5357,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m2,tier2_freight,ALL_REGIMES,9,0.7778,4.4093,3.5328,206,0.0314,-0.0019,0.7552,0.5388,0.545,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m2,tier2_freight,Deep-Backwardation,8,0.75,4.6719,3.8994,17,0.0014,-0.2819,1.2271,0.6471,0.6667,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m2,tier2_freight,Easing-Backwardation,1,1,0.5999,0.5999,35,5e-04,-0.084,0.4685,0.4857,0.5357,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m2,tier2_freight,ALL_REGIMES,9,0.7778,4.4093,3.5327,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m2,tier2_freight,Deep-Backwardation,8,0.75,4.6719,3.8994,17,0.0014,-0.0334,1.2271,0.6471,0.6667,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m2,tier2_freight,Easing-Backwardation,1,1,0.5998,0.5998,35,6e-04,-0.1141,0.4685,0.4857,0.5357,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m2,tier2_freight,ALL_REGIMES,9,0.7778,4.4093,3.5328,184,,,,,,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m2,tier2_freight,Deep-Backwardation,8,0.75,4.6719,3.8994,17,0.0014,-0.2081,1.2271,0.6471,0.6667,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m2,tier2_freight,Easing-Backwardation,1,1,0.5999,0.5999,35,5e-04,-0.1105,0.4685,0.4857,0.5357,28,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m2,tier2_physical,ALL_REGIMES,11,0.2727,4.3313,3.3796,269,0.0143,5e-04,0.9089,0.5353,0.545,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m2,tier2_physical,Deep-Backwardation,9,0.2222,4.7263,3.8193,18,0.0409,-0.0184,2.0028,0.5556,0.6,15,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m2,tier2_physical,Easing-Backwardation,2,0.5,1.631,1.401,47,0,-0.0936,0.5292,0.5106,0.5357,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m2,tier2_physical,ALL_REGIMES,9,0.6667,4.3894,3.5229,206,0.0335,-0.0015,0.7544,0.5485,0.5503,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m2,tier2_physical,Deep-Backwardation,8,0.75,4.6507,3.8877,17,7e-04,-0.2783,1.2276,0.6471,0.6667,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m2,tier2_physical,Easing-Backwardation,1,0,0.6045,0.6045,35,0.0164,-0.0089,0.4648,0.4857,0.4286,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m2,tier2_physical,ALL_REGIMES,9,0.7778,4.3893,3.5224,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m2,tier2_physical,Deep-Backwardation,8,0.75,4.6507,3.8877,17,7e-04,-0.1612,1.2276,0.6471,0.6667,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m2,tier2_physical,Easing-Backwardation,1,1,0.6003,0.6003,35,4e-04,-0.0781,0.4685,0.4857,0.5357,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m2,tier2_physical,ALL_REGIMES,9,0.7778,4.3893,3.5224,184,,,,,,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m2,tier2_physical,Deep-Backwardation,8,0.75,4.6507,3.8877,17,7e-04,-0.0078,1.2276,0.6471,0.6667,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m2,tier2_physical,Easing-Backwardation,1,1,0.6003,0.6003,35,4e-04,-0.0258,0.4685,0.4857,0.5357,28,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m2,tier3_full,ALL_REGIMES,11,0.6364,4.2587,3.3642,269,0.0141,-0.0088,0.909,0.5539,0.5714,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m2,tier3_full,Deep-Backwardation,9,0.7778,4.583,3.6779,18,0.0025,-0.0527,2.0425,0.6111,0.6667,15,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m2,tier3_full,Easing-Backwardation,2,0,2.2876,1.9526,47,0.0344,-0.0812,0.52,0.4894,0.4643,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m2,tier3_full,ALL_REGIMES,9,0.7778,4.4025,3.532,206,0,-0.0195,0.7674,0.5534,0.5661,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m2,tier3_full,Deep-Backwardation,8,0.75,4.6648,3.8989,17,0.003,-0.1224,1.2261,0.6471,0.6667,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m2,tier3_full,Easing-Backwardation,1,1,0.5965,0.5965,35,0.0017,-0.0983,0.4682,0.4857,0.5357,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m2,tier3_full,ALL_REGIMES,9,0.7778,4.4032,3.5325,206,0,-0.0356,0.7674,0.5534,0.5661,189,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m2,tier3_full,Deep-Backwardation,8,0.75,4.6656,3.8995,17,0.0031,-0.1591,1.2261,0.6471,0.6667,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m2,tier3_full,Easing-Backwardation,1,1,0.5965,0.5965,35,0.0017,-0.0417,0.4682,0.4857,0.5357,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m2,tier3_full,ALL_REGIMES,9,0.7778,4.4025,3.532,206,0,-0.0165,0.7674,0.5534,0.5661,189,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m2,tier3_full,Deep-Backwardation,8,0.75,4.6648,3.8989,17,0.003,-0.2831,1.2261,0.6471,0.6667,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m2,tier3_full,Easing-Backwardation,1,1,0.5965,0.5965,35,0.0017,-0.0829,0.4682,0.4857,0.5357,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m6,tier1_baseline,ALL_REGIMES,9,0.3333,11.581,8.0701,206,0.0146,0.0097,1.959,0.5631,0.5714,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m6,tier1_baseline,Deep-Backwardation,8,0.25,12.262,8.8222,,,,,,,,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m6,tier1_baseline,Easing-Backwardation,1,1,2.0538,2.0538,35,0.0369,0.0077,1.0829,0.4286,0.4643,28,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m6,tier1_baseline,ALL_REGIMES,9,0.3333,11.4911,8.0162,184,0.0419,0.0366,0.9232,0.5163,0.5266,169,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m6,tier1_baseline,Deep-Backwardation,8,0.25,12.1598,8.7247,,,,,,,,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m6,tier1_baseline,Easing-Backwardation,1,1,2.3481,2.3481,31,0.0024,-0.032,0.5592,0.4194,0.5,26,
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m6,tier2_freight,ALL_REGIMES,11,0.1818,10.6006,7.377,269,0.0082,-0.0027,2.0495,0.5613,0.5397,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m6,tier2_freight,Deep-Backwardation,9,0.2222,11.4799,7.9759,18,0.0015,-0.0996,3.2732,0.3333,0.2667,15,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m6,tier2_freight,Easing-Backwardation,2,0,5.0002,4.682,47,0.0548,-0.0115,1.1655,0.5745,0.5714,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m6,tier2_freight,ALL_REGIMES,9,0.7778,11.2607,7.8055,206,0.0347,-0.0085,1.9388,0.5097,0.5079,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m6,tier2_freight,Deep-Backwardation,8,0.75,11.9156,8.4917,17,0.0013,-0.1138,2.8211,0.7059,0.7333,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m6,tier2_freight,Easing-Backwardation,1,1,2.3165,2.3165,35,0.001,-0.0778,1.1029,0.4857,0.5357,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m6,tier2_freight,ALL_REGIMES,9,0.7778,11.2607,7.8055,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m6,tier2_freight,Deep-Backwardation,8,0.75,11.9156,8.4917,17,0.0013,-0.0827,2.8211,0.7059,0.7333,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m6,tier2_freight,Easing-Backwardation,1,1,2.3165,2.3165,35,0.001,-0.024,1.1029,0.4857,0.5357,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m6,tier2_freight,ALL_REGIMES,9,0.7778,11.2606,7.8052,184,,,,,,169,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m6,tier2_freight,Deep-Backwardation,8,0.75,11.9156,8.4917,17,0.0013,-0.0096,2.8211,0.7059,0.7333,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m6,tier2_freight,Easing-Backwardation,1,1,2.3138,2.3138,35,0.0013,-0.1118,1.1028,0.4857,0.5357,28,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m6,tier2_physical,ALL_REGIMES,11,0.3636,10.3836,6.9133,269,0,-0.0153,2.0579,0.5613,0.5397,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m6,tier2_physical,Deep-Backwardation,9,0.3333,11.4244,7.9211,18,8e-04,-0.0669,3.2742,0.3333,0.2667,15,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m6,tier2_physical,Easing-Backwardation,2,0.5,2.3845,2.3784,47,0,-0.1017,1.1988,0.5532,0.5357,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m6,tier2_physical,ALL_REGIMES,9,0.7778,11.2267,7.7671,206,0.0361,0.0068,1.9375,0.4854,0.4815,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m6,tier2_physical,Deep-Backwardation,8,0.75,11.8794,8.4475,17,5e-04,-0.0536,2.8222,0.7059,0.7333,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m6,tier2_physical,Easing-Backwardation,1,1,2.3239,2.3239,35,5e-04,-0.0483,1.1032,0.4857,0.5357,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m6,tier2_physical,ALL_REGIMES,9,0.7778,11.2267,7.767,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m6,tier2_physical,Deep-Backwardation,8,0.75,11.8794,8.4475,17,5e-04,-0.0472,2.8222,0.7059,0.7333,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m6,tier2_physical,Easing-Backwardation,1,1,2.3233,2.3233,35,8e-04,-0.0921,1.103,0.4857,0.5357,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m6,tier2_physical,ALL_REGIMES,9,0.7778,11.2267,7.7671,184,,,,,,169,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m6,tier2_physical,Deep-Backwardation,8,0.75,11.8794,8.4475,17,5e-04,-0.4402,2.8222,0.7059,0.7333,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m6,tier2_physical,Easing-Backwardation,1,1,2.3238,2.3238,35,6e-04,-0.0419,1.1032,0.4857,0.5357,28,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m6,tier3_full,ALL_REGIMES,11,0.1818,10.5805,7.3655,269,0,-0.0185,2.0579,0.5613,0.5397,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m6,tier3_full,Deep-Backwardation,9,0.2222,11.4618,7.9623,18,0.003,-0.0658,3.2706,0.3333,0.2667,15,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m1m6,tier3_full,Easing-Backwardation,2,0,4.9538,4.68,47,0.2414,-0.0349,1.0441,0.617,0.5357,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m6,tier3_full,ALL_REGIMES,9,0.7778,11.2863,7.863,206,0,-0.0177,1.9734,0.5291,0.5397,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m6,tier3_full,Deep-Backwardation,8,0.75,11.9352,8.5192,17,0.0039,-0.0245,2.8173,0.7059,0.7333,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m1m6,tier3_full,Easing-Backwardation,1,1,2.6141,2.6141,35,0.2155,-0.0124,0.9774,0.6,0.6071,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m6,tier3_full,ALL_REGIMES,9,0.7778,11.2612,7.7512,206,0,-0.0205,1.9734,0.5291,0.5397,189,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m6,tier3_full,Deep-Backwardation,8,0.75,11.9299,8.5125,17,0.0036,-0.0429,2.8178,0.7059,0.7333,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m6,tier3_full,Easing-Backwardation,1,1,1.6611,1.6611,35,0.0391,-0.1185,1.0817,0.5143,0.5714,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m6,tier3_full,ALL_REGIMES,9,0.7778,11.5078,8.3778,206,0,-0.0198,1.9734,0.5291,0.5397,189,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m6,tier3_full,Deep-Backwardation,8,0.75,11.9299,8.5125,17,0.0036,-0.2395,2.8178,0.7059,0.7333,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m6,tier3_full,Easing-Backwardation,1,1,7.3002,7.3002,35,0.3303,0.0374,0.903,0.6286,0.6429,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m2m3,tier1_baseline,ALL_REGIMES,9,0.3333,3.245,2.3222,206,0.0059,0.001,0.6684,0.5485,0.545,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m2m3,tier1_baseline,Deep-Backwardation,8,0.25,3.4328,2.5243,,,,,,,,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m2m3,tier1_baseline,Easing-Backwardation,1,1,0.7054,0.7054,35,0.0066,-0.0235,0.3547,0.4286,0.4286,28,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m2m3,tier1_baseline,ALL_REGIMES,9,0.3333,3.2314,2.3178,184,0.0315,0.0262,0.2771,0.5272,0.5325,169,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m2m3,tier1_baseline,Deep-Backwardation,8,0.375,3.4153,2.5056,,,,,,,,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m2m3,tier1_baseline,Easing-Backwardation,1,0,0.815,0.815,31,0.0249,-0.0088,0.1773,0.5806,0.5385,26,
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m2m3,tier2_freight,ALL_REGIMES,11,0.2727,3.2043,2.1841,269,0,-0.0054,0.6584,0.539,0.5238,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m2m3,tier2_freight,Deep-Backwardation,9,0.2222,3.5335,2.5631,18,0.0545,-0.0432,0.7993,0.5556,0.5333,15,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m2m3,tier2_freight,Easing-Backwardation,2,0.5,0.5357,0.4788,47,0,-0.0611,0.3697,0.5319,0.4643,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m2m3,tier2_freight,ALL_REGIMES,9,0.7778,3.1981,2.2791,206,0.0018,-8e-04,0.6697,0.5194,0.5238,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m2m3,tier2_freight,Deep-Backwardation,8,0.75,3.3819,2.4714,17,0.0014,-0.0906,0.8002,0.6471,0.6667,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m2m3,tier2_freight,Easing-Backwardation,1,1,0.7401,0.7401,35,0.001,-0.0835,0.3557,0.4571,0.4643,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m2m3,tier2_freight,ALL_REGIMES,9,0.7778,3.1981,2.2791,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m2m3,tier2_freight,Deep-Backwardation,8,0.75,3.3819,2.4714,17,0.0014,-0.1724,0.8002,0.6471,0.6667,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m2m3,tier2_freight,Easing-Backwardation,1,1,0.7404,0.7404,35,9e-04,-0.0875,0.3557,0.4571,0.4643,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m2m3,tier2_freight,ALL_REGIMES,9,0.3333,3.2432,2.3264,184,,,,,,169,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m2m3,tier2_freight,Deep-Backwardation,8,0.25,3.43,2.5247,17,0.0127,-0.0371,0.7956,0.6471,0.6667,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m2m3,tier2_freight,Easing-Backwardation,1,1,0.7404,0.7404,35,9e-04,-0.0287,0.3557,0.4571,0.4643,28,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m2m3,tier2_physical,ALL_REGIMES,11,0.3636,2.9201,1.9609,269,0.0042,-0.0029,0.657,0.5353,0.5185,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m2m3,tier2_physical,Deep-Backwardation,9,0.3333,3.2185,2.2903,18,0.001,-0.0848,0.8217,0.3889,0.3333,15,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m2m3,tier2_physical,Easing-Backwardation,2,0.5,0.5357,0.4788,47,0,-0.1576,0.3697,0.5319,0.4643,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m2m3,tier2_physical,ALL_REGIMES,9,0.3333,3.2303,2.3112,206,0,-0.0172,0.6704,0.5194,0.5238,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m2m3,tier2_physical,Deep-Backwardation,8,0.25,3.4162,2.5073,17,0.0248,-0.1739,0.7907,0.6471,0.6667,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m2m3,tier2_physical,Easing-Backwardation,1,1,0.7425,0.7425,35,8e-04,-0.052,0.3557,0.4571,0.4643,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m2m3,tier2_physical,ALL_REGIMES,9,0.3333,3.5126,2.5629,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m2m3,tier2_physical,Deep-Backwardation,8,0.25,3.7163,2.7902,17,0.1262,-0.1519,0.7485,0.6471,0.6667,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m2m3,tier2_physical,Easing-Backwardation,1,1,0.7448,0.7448,35,0.0116,-0.0926,0.3538,0.4571,0.4643,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m2m3,tier2_physical,ALL_REGIMES,9,0.3333,3.3368,2.4117,184,,,,,,169,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m2m3,tier2_physical,Deep-Backwardation,8,0.25,3.5295,2.6203,17,0.076,-0.077,0.7697,0.5882,0.6,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m2m3,tier2_physical,Easing-Backwardation,1,1,0.7426,0.7426,35,9e-04,-0.0407,0.3557,0.4571,0.4643,28,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m2m3,tier3_full,ALL_REGIMES,11,0.2727,2.926,1.9661,269,0,-0.0186,0.6584,0.539,0.5238,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m2m3,tier3_full,Deep-Backwardation,9,0.2222,3.2249,2.2966,18,0.004,-0.3647,0.8204,0.3889,0.3333,15,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,m2m3,tier3_full,Easing-Backwardation,2,0.5,0.5357,0.4788,47,0,-0.0293,0.3697,0.5319,0.4643,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m2m3,tier3_full,ALL_REGIMES,9,0.7778,3.2016,2.2815,206,0,-0.0103,0.6704,0.5194,0.5238,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m2m3,tier3_full,Deep-Backwardation,8,0.75,3.3865,2.4776,17,0.0038,-0.1325,0.7992,0.6471,0.6667,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,m2m3,tier3_full,Easing-Backwardation,1,1,0.7124,0.7124,35,0.0036,-0.0433,0.3552,0.4571,0.4643,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m2m3,tier3_full,ALL_REGIMES,9,0.7778,3.2061,2.2872,206,0,-0.0379,0.6704,0.5194,0.5238,189,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m2m3,tier3_full,Deep-Backwardation,8,0.75,3.3911,2.4832,17,0.0054,-0.2405,0.7985,0.6471,0.6667,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m2m3,tier3_full,Easing-Backwardation,1,1,0.7197,0.7197,35,0.0027,-0.0469,0.3554,0.4571,0.4643,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m2m3,tier3_full,ALL_REGIMES,9,0.7778,3.314,2.4983,206,0,-0.027,0.6704,0.5194,0.5238,189,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m2m3,tier3_full,Deep-Backwardation,8,0.75,3.3865,2.4776,17,0.0038,-0.1351,0.7992,0.6471,0.6667,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m2m3,tier3_full,Easing-Backwardation,1,1,2.664,2.664,35,0.2881,5e-04,0.3003,0.6571,0.6429,28,0
